"Effect of dry bed training on behavioural problems in enuretic children.";"Children with behavioural/emotional problems who wet their beds need not first be treated for their behavioural/emotional problems. Bedwetting can be treated successfully with DBT when other treatments such as normal alarm treatment have failed, and alarm treatment/DBT can have a positive influence on behavioural/emotional problems.";"2016-08-08 10:41:37"
"Effect of inhaled budesonide on bronchial hyperresponsiveness in adolescents with clinical remission of asthma.";"Our data have shown that budesonide inhaled regularly for 9 months did not cause a significant improvement in the BHR of adolescents with long-term asthma remission. This suggests that the mechanism underlying BHR in this clinical setting may be different from that in symptomatic asthma.";"2016-08-08 10:41:37"
"Effect of losartan and hydrochlorothiazide on exercise tolerance in exertional hypertension and left ventricular diastolic dysfunction.";" randomized, double-blind study of 6 months of losartan 50 mg or hydrochlorothiazide (HCTZ) 12.5 mg was performed in 40 subjects with left ventricular diastolic dysfunction (mitral flow velocity E/A ratio < 1), exercise systolic blood pressure (BP) > 200 mm Hg, systolic BP at rest < 150 mm Hg, ejection fraction > 50%, and no ischemia. Before treatment, exercise systolic BP was 213 +/- 13 mm Hg (mean +/- SD) in the 19 patients randomized to losartan and 209 +/- 11 mm Hg in the 21 patients who received HCTZ. After 6 months, exercise systolic BP was similarly reduced in patients who received losartan (197 +/- 23 mm Hg, p < 0.01) and HCTZ (191 +/- 11 mm Hg, p < 0.01). With losartan, treadmill exercise time increased from 894 +/- 216 to 951 +/- 225 seconds (p = 0.011), and quality of life improved from 15 +/- 12 to 7 +/- 10 (p = 0.015) without a change in oxygen consumption (1,895 +/- 470 to 1,954 +/- 539 ml/min, p = 0.30). With HCTZ, exercise time (842 +/- 225 to 872 +/- 239 seconds, p = 0.32) and quality of life (19 +/- 21 vs 19 +/- 24, p = 0.43) did not change, whereas oxygen consumption decreased from 2,144 +/- 788 to 1,960 +/- 706 ml/min (p = 0.022). In conclusion, in patients with diastolic dysfunction and hypertensive responses to exercise, 6 months of losartan and HCTZ blunted systolic BP during exercise. Only losartan increased exercise tolerance and improved quality of life.";"2016-08-08 17:29:17"
"Effect of reducing caffeine intake on birth weight and length of gestation: randomised controlled trial.";"A moderate reduction in caffeine intake in the second half of pregnancy has no effect on birth weight or length of gestation. TRIAL REGISTRATION: Clinical Trials NCT00131690 [ClinicalTrials.gov].";"2016-08-08 10:41:37"
"Effect on smoking quit rate of telling patients their lung age: the Step2quit randomised controlled trial.";"Telling smokers their lung age significantly improves the likelihood of them quitting smoking, but the mechanism by which this intervention achieves its effect is unclear. TRIAL REGISTRATION: National Research Register N0096173751.";"2016-08-08 17:29:17"
"Effectiveness of antiviral agents for the prevention of recurrent herpes labialis: a systematic review and meta-analysis.";"This review found support for the use of systemic acyclovir and valacyclovir for the prevention of RHL. Copyright © 2012 Elsevier Inc. All rights reserved.";"2016-08-08 11:29:45"
"Effectiveness of maternity support belts in reducing low back pain during pregnancy: a review.";"There is insufficient scientific evidence to conclude that wearing maternity support belts reduces pregnancy-related low back pain and/or pelvic girdle pain. Future research directions in the area of biomechanics and physiology are recommended. RELEVANCE TO CLINICAL PRACTICE: This review provides comprehensive understanding of the effectiveness of maternity support belts for the relief of low back pain during pregnancy which will facilitate healthcare professionals in providing evidence-based advice to their patients.";"2016-08-08 11:29:45"
"Effectiveness of non-pharmacological interventions for fatigue in adults with multiple sclerosis, rheumatoid arthritis, or systemic lupus erythematosus: a systematic review.";"Low impact aerobic exercise gradually increasing in intensity, duration and frequency may be an effective strategy in reducing fatigue in some adults with chronic auto-immune conditions. However, fatigue is a variable and personal experience and a range of behavioural interventions may be required. Well-designed studies testing these promising strategies and consensus on outcome fatigue measures are needed.";"2016-08-08 11:29:45"
"Effectiveness of two oral pastes for the treatment of recurrent aphthous stomatitis.";"The two treatments applied had similar effectiveness as they both relieved pain and reduced the size of recurrent aphthous ulcers.";"2016-08-08 17:29:17"
"Effects of a cinnamon extract on plasma glucose, HbA, and serum lipids in diabetes mellitus type 2.";"The cinnamon extract seems to have a moderate effect in reducing fasting plasma glucose concentrations in diabetic patients with poor glycaemic control.";"2016-08-08 17:29:17"
"Effects of a self-management course for patients with systemic lupus erythematosus.";"The systemic lupus erythematosus self-management course had effects in reducing fatigue and depression and improving coping skills and self-efficacy. This course is potentially a good nursing intervention that can be offered in community settings.";"2016-08-08 11:29:45"
"Effects of clopidogrel in addition to aspirin in patients with acute coronary syndromes without ST-segment elevation.";"The antiplatelet agent clopidogrel has beneficial effects in patients with acute coronary syndromes without ST-segment elevation. However, the risk of major bleeding is increased among patients treated with clopidogrel.";"2016-08-08 17:29:17"
"Effects of comprehensive lifestyle modification on diet, weight, physical fitness, and blood pressure control: 18-month results of a randomized trial.";"Over 18 months, persons with prehypertension and stage 1 hypertension can sustain multiple lifestyle modifications that improve control of blood pressure and could reduce the risk for chronic disease. TRIAL REGISTRATION: ClinicalTrials.gov NCT00000616.";"2016-08-08 17:29:17"
"Effects of dehydroepiandrosterone on fatigue and well-being in women with quiescent systemic lupus erythematosus: a randomised controlled trial.";"The trial does not indicate an effect of daily 200 mg oral DHEA on fatigue and well-being, and therefore DHEA treatment is not recommended in unselected female patients with quiescent SLE. Clinical Trials Registration Number NCT00391924.";"2016-08-08 11:29:45"
"Effects of febuxostat versus allopurinol and placebo in reducing serum urate in subjects with hyperuricemia and gout: a 28-week, phase III, randomized, double-blind, parallel-group trial.";"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function. TRIAL REGISTRATION: ClinicalTrials.gov NCT00174915.";"2016-08-08 11:29:45"
"Effects of glycemic load on metabolic risk markers in subjects at increased risk of developing metabolic syndrome.";"When incorporated into a habitual diet, consumption of test foods with a decreased GL does not ameliorate metabolic risk markers in overweight subjects.";"2016-08-08 11:29:45"
"Effects of n-3 long-chain polyunsaturated fatty acids on depressed mood: systematic review of published trials.";"Trial evidence that examines the effects of n-3 PUFAs on depressed mood is limited and is difficult to summarize and evaluate because of considerable heterogeneity. The evidence available provides little support for the use of n-3 PUFAs to improve depressed mood. Larger trials with adequate power to detect clinically important benefits are required.";"2016-08-08 17:29:17"
"Effects of subantimicrobial-dose doxycycline in the treatment of moderate acne.";"Twice-daily SD doxycycline treatment significantly reduced the number of inflammatory and noninflammatory lesions in patients with moderate facial acne, was well tolerated, had no detectable antimicrobial effect on the skin flora, and did not result in any increase in the number or severity of resistant organisms.";"2016-08-08 17:29:17"
"Effects of testosterone on body composition, bone metabolism and serum lipid profile in middle-aged men: a meta-analysis.";"The present analysis provides an estimate of the average treatment effects of testosterone therapy in middle-aged men. Our findings are sufficiently strong to justify further interventional studies focused on alternative targets of androgenic treatment carrying more stringent clinical implications, in particular the cardiovascular, metabolic and neurological systems.";"2016-08-08 17:29:17"
"Efficacy and safety of ibuprofen and acetaminophen in children and adults: a meta-analysis and qualitative review.";"Ibuprofen is as or more efficacious than acetaminophen for the treatment of pain and fever in adult and pediatric populations and is equally safe.";"2016-08-08 17:29:17"
"Efficacy and tolerability of carbamazepine for agitation and aggression in dementia.";"This controlled study showed significant short-term efficacy of carbamazepine for agitation with generally good safety and tolerability.";"2016-08-08 17:29:17"
"Efficacy and tolerability of pegloticase for the treatment of chronic gout in patients refractory to conventional treatment: two randomized controlled trials.";"Among patients with chronic gout, elevated serum uric acid level, and allopurinol intolerance or refractoriness, the use of pegloticase 8 mg either every 2 weeks or every 4 weeks for 6 months resulted in lower uric acid levels compared with placebo. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00325195.";"2016-08-08 11:29:45"
"Efficacy of a small single dose of oral dexamethasone for outpatient croup: a double blind placebo controlled clinical trial.";"Oral dexamethasone in a dose of 0.15 mg/kg is effective in reducing return to medical care with ongoing croup in children with mild croup.";"2016-08-08 17:29:17"
"Efficacy of chemical neurolysis for the treatment of interdigital nerve compression of the foot: a retrospective study.";"Dilute alcohol injection is a safe and effective treatment option for patients with Morton's neuroma who want to avoid a surgical procedure and any associated complications. The procedure may be more successful if the patient receives at least five injections.";"2016-08-08 17:29:17"
"Efficacy of different doses and time intervals of oral vitamin D supplementation with or without calcium in elderly nursing home residents.";"Daily vitamin D was more effective than weekly, and monthly administration was the least effective.";"2016-08-08 17:29:17"
"Efficacy of Ipomoea batatas (Caiapo) on diabetes control in type 2 diabetic subjects treated with diet.";"This study confirms the beneficial effects of Caiapo on plasma glucose as well as cholesterol levels in patients with type 2 diabetes. For the first time, the long-term efficacy of Caiapo on glucose control was demonstrated by the observed decrease in HbA(1c). Thus, the neutraceutical Caiapo seems to be a useful agent in the treatment of type 2 diabetes.";"2016-08-08 11:29:45"
"Efficacy of neonatal release of ankyloglossia: a randomized trial.";"We demonstrated immediate improvement in nipple-pain and breastfeeding scores, despite a placebo effect on nipple pain. This should provide convincing evidence for those seeking a frenotomy for infants with signficant ankyloglossia. TRIAL REGISTRATION: ClinicalTrials.gov NCT00967915.";"2016-08-08 11:29:45"
"Efficacy of quadrivalent HPV vaccine against HPV Infection and disease in males.";"Quadrivalent HPV vaccine prevents infection with HPV-6, 11, 16, and 18 and the development of related external genital lesions in males 16 to 26 years of age. (Funded by Merck and others; ClinicalTrials.gov number, NCT00090285.).";"2016-08-08 10:41:37"
"Elevated troponin after stroke: a systematic review.";"Elevated troponin level after acute stroke is common and is associated with ECG changes suggestive of myocardial ischemia and increased risk of death. Copyright (c) 2009 S. Karger AG, Basel.";"2016-08-08 11:29:45"
"Emergence of fluoroquinolones as the predominant risk factor for Clostridium difficile-associated diarrhea: a cohort study during an epidemic in Quebec.";"Administration of fluoroquinolones emerged as the most important risk factor for CDAD in Quebec during an epidemic caused by a hypervirulent strain of C. difficile.";"2016-08-08 17:29:17"
"Estrogen replacement therapy and nocturnal periodic limb movements: a randomized controlled trial.";"Estrogen replacement therapy in doses used to control climacteric symptoms does not alter the incidence or intensity of nocturnal periodic limb movements.";"2016-08-08 15:38:18"
"Exercise for vasomotor menopausal symptoms.";"Evidence was insufficient to show whether exercise is an effective treatment for vasomotor menopausal symptoms. One small study suggested that HT is more effective than exercise. Evidence was insufficient to show the relative effectiveness of exercise when compared with HT or yoga.";"2016-08-08 10:41:37"
"Exogenous melatonin in periodic limb movement disorder: an open clinical trial and a hypothesis.";"The temporal distribution of PLMs, as well as the coupling of PLMs with the phase position of circadian temperature curve, suggest an involvement of the circadian timing system in the pathophysiology of PLMD. Locomotor activity in animals clearly exhibits a circadian pattern and can be strongly influenced by exogenous melatonin. Results suggest a chronobiotic effect of exogenous melatonin in PLMD. More specifically, we hypothesize that the mode of action of melatonin in the presented PLMD patients might have been an increase of output-amplitude of the circadian timing system, thereby enhancing the circadian rhythmicity of locomotor activity with a reduction of sleep motor activity.";"2016-08-08 15:38:18"
"Factors in childhood as predictors of asthma in adult life.";"Children with asthma reported by their parents in 1968 were more likely than not to be free of symptoms as adults. The subjects who had more severe asthma (especially if it developed after the age of 2 and was associated with reduced expiratory flow), were female, or had parents who had asthma were at an increased risk of having asthma as an adult. These findings have implications for the treatment and prognosis of childhood asthma, targeting preventive and educational strategies and understanding the onset of asthma in adult life.";"2016-08-08 17:29:17"
"Fatigue in systemic lupus erythematosus: a randomized controlled trial of exercise.";"These findings support the use of appropriately prescribed graded aerobic exercise in the management of patients with fatigue and systemic lupus erythematosus.";"2016-08-08 11:29:45"
"Febuxostat compared with allopurinol in patients with hyperuricemia and gout.";"Febuxostat, at a daily dose of 80 mg or 120 mg, was more effective than allopurinol at the commonly used fixed daily dose of 300 mg in lowering serum urate. Similar reductions in gout flares and tophus area occurred in all treatment groups. Copyright 2005 Massachusetts Medical Society.";"2016-08-08 11:29:45"
"Five-year prospective comparison study of topical glyceryl trinitrate treatment of chronic lateral epicondylosis at the elbow.";"While GTN appears to offer short-term benefits up to 6 months in the treatment of lateral epicondylosis, at 5 years there does not appear to be significant clinical benefits when compared with patients undertaking a standard tendon rehabilitation programme alone. This is in contrast to findings of continued benefits at long-term follow-up described in the literature for patients with Achilles tendinopathy treated with GTN.";"2016-08-08 11:29:45"
"Folate for depressive disorders.";"The limited available evidence suggests folate may have a potential role as a supplement to other treatment for depression. It is currently unclear if this is the case both for people with normal folate levels, and for those with folate deficiency.";"2016-08-08 17:29:17"
"Gemfibrozil in the treatment of dyslipidemia: an 18-year mortality follow-up of the Helsinki Heart Study.";"Long-term mortality follow-up showed that patients with dyslipidemia benefited from beginning treatment with gemfibrozil early, especially if their dyslipidemia entailed factors related to the metabolic syndrome.";"2016-08-08 17:29:17"
"Helicobacter pylori infection and the development of gastric cancer.";"Gastric cancer develops in persons infected with H. pylori but not in uninfected persons. Those with histologic findings of severe gastric atrophy, corpus-predominant gastritis, or intestinal metaplasia are at increased risk. Persons with H. pylori infection and nonulcer dyspepsia, gastric ulcers, or gastric hyperplastic polyps are also at risk, but those with duodenal ulcers are not.";"2016-08-08 15:38:18"
"Herbal medicines for treating HIV infection and AIDS.";"There is insufficient evidence to support the use of herbal medicines in HIV-infected individuals and AIDS patients. Potential beneficial effects need to be confirmed in large, rigorous trials.";"2016-08-08 17:29:17"
"Hormonal contraception and risk of cancer.";"Women wishing to use combined OC can be reassured that their decision is unlikely to place them at higher risk of developing cancer.";"2016-08-08 11:29:45"
"HPV vaccine against anal HPV infection and anal intraepithelial neoplasia.";"Use of the qHPV vaccine reduced the rates of anal intraepithelial neoplasia, including of grade 2 or 3, among men who have sex with men. The vaccine had a favorable safety profile and may help to reduce the risk of anal cancer. (Funded by Merck and the National Institutes of Health; ClinicalTrials.gov number, NCT00090285.).";"2016-08-08 10:41:37"
"Iatrogenic gastric acid suppression and the risk of nosocomial Clostridium difficile infection.";"Increasing levels of pharmacologic acid suppression are associated with increased risks of nosocomial C difficile infection. This evidence of a dose-response effect provides further support for the potentially causal nature of iatrogenic acid suppression in the development of nosocomial C difficile infection.";"2016-08-08 17:29:17"
"Immediate and long term outcome of human parvovirus B19 infection in pregnancy.";"Around 1 in 10 women infected before 20 weeks of gestation will suffer a fetal loss due to B19. The risk of an adverse outcome of pregnancy after this stage is remote. Infected women can be reassured that the maximum possible risk of a congenital abnormality due to B19 is under 1% and that long term development will be normal.";"2016-08-08 15:38:18"
"Immediate nipple pain relief after frenotomy in breast-fed infants with ankyloglossia: a randomized, prospective study.";"Frenotomy appears to alleviate nipple pain immediately after frenotomy. We speculate that ankyloglossia plays a significant role in early breast-feeding difficulties, and that frenotomy is an effective therapy for these difficulties.";"2016-08-08 17:29:17"
"Impact of the pneumococcal conjugate vaccine on otitis media.";"In children followed up to 3.5 years, PCV provided a moderate amount of protection against ear infections while reducing frequent otitis media and tube procedures by greater amounts.";"2016-08-08 17:29:17"
"Improved efficacy of low-dose spironolactone and metformin combination than either drug alone in the management of women with polycystic ovary syndrome (PCOS): a six-month, open-label randomized study.";"The combination of low-dose spironolactone with metformin seems superior to either drug alone in terms of clinical benefits and compliance in women with PCOS.";"2016-08-08 10:41:37"
"Inflammatory markers and the risk of coronary heart disease in men and women.";"Elevated levels of inflammatory markers, particularly C-reactive protein, indicate an increased risk of coronary heart disease. Although plasma lipid levels were more strongly associated with an increased risk than were inflammatory markers, the level of C-reactive protein remained a significant contributor to the prediction of coronary heart disease. Copyright 2004 Massachusetts Medical Society.";"2016-08-08 17:29:17"
"Ingestion of yogurt containing Lactobacillus acidophilus as prophylaxis for candidal vaginitis.";"Daily ingestion of 8 ounces of yogurt containing Lactobacillus acidophilus decreased both candidal colonization and infection.";"2016-08-08 15:38:18"
"Inhaled corticosteroids for subacute and chronic cough in adults.";"The studies were highly heterogeneous and results were inconsistent. Heterogeneity in study design needs to be addressed in future research in order to test the efficacy of this intervention. International cough guidelines recommend that a trial of ICS should only be considered in patients after thorough evaluation including chest X-ray and consideration of spirometry and other appropriate investigations.";"2016-08-08 10:41:37"
"Inhaled steroids for episodic viral wheeze of childhood.";"Episodic high dose inhaled corticosteroids provide a partially effective strategy for the treatment of mild episodic viral wheeze of childhood. There is no current evidence to favour maintenance low dose inhaled corticosteroids in the prevention and management of episodic mild viral induced wheeze.";"2016-08-08 10:41:37"
"Inositol for depressive disorders.";"It is currently unclear whether or not inositol is of benefit in the treatment of depression. Ongoing studies should reduce this uncertainty.";"2016-08-08 17:29:17"
"Intensive versus moderate lipid lowering with statins after acute coronary syndromes.";"Among patients who have recently had an acute coronary syndrome, an intensive lipid-lowering statin regimen provides greater protection against death or major cardiovascular events than does a standard regimen. These findings indicate that such patients benefit from early and continued lowering of LDL cholesterol to levels substantially below current target levels. Copyright 2004 Massachusetts Medical Society";"2016-08-08 17:29:17"
"Intermittent versus continuous terbinafine in the treatment of toenail onychomycosis: a randomized, double-blind comparison.";"Pulsed dosing with terbinafine did not provide any clear safety advantages and was significantly less effective. Consequently, continuous treatment with terbinafine tablets remains the optimal therapy for onychomycosis.";"2016-08-08 11:29:45"
"Interventions for alopecia areata.";"Few treatments for alopecia areata have been well evaluated in randomised trials. We found no RCTs on the use of diphencyprone, dinitrochlorobenzene, intralesional corticosteroids or dithranol although they are commonly used for the treatment of alopecia areata. Similarly although topical steroids and minoxidil are widely prescribed and appear to be safe, there is no convincing evidence that they are beneficial in the long-term. Most trials have been reported poorly and are so small that any important clinical benefits are inconclusive. There is a desperate need for large well conducted studies that evaluate long-term effects of therapies on quality of life. Considering the possibility of spontaneous remission especially for those in the early stages of the disease, the options of not being treated therapeutically or, depending on individual preference wearing a wig may be alternative ways of dealing with this condition.";"2016-08-08 17:29:17"
"Interventions for the prevention of nutritional rickets in term born children.";"There a only few studies on the prevention of nutritional rickets in term born children. Until new data become available, it appears sound to offer preventive measures (vitamin D or calcium) to groups of high risk, like infants and toddlers; children living in Africa, Asia or the Middle East or migrated children from these regions into areas where rickets is not frequent. Due to a marked clinical heterogeneity and the scarcity of data, the main and adverse effects of preventive measures against nutritional rickets should be investigated in different countries, different age groups and in children of different ethnic origin.";"2016-08-08 11:29:45"
"Interventions in primary care to promote breastfeeding: an evidence review for the U.S. Preventive Services Task Force.";"Evidence suggests that breastfeeding interventions are more effective than usual care in increasing short- and long-term breastfeeding rates. Combined pre- and postnatal interventions and inclusion of lay support in a multicomponent intervention may be beneficial.";"2016-08-08 10:41:37"
"Intrapartum electronic fetal heart rate monitoring versus intermittent auscultation: a meta-analysis.";"Electronic fetal monitoring is associated with increased rates of surgical intervention and decreased perinatal mortality due to fetal hypoxia.";"2016-08-08 17:29:17"
"Involuntary smoking and asthma severity in children: data from the Third National Health and Nutrition Examination Survey.";"Involuntary smoke exposure is associated with increased asthma severity and worsened lung function in a nationally representative group of US children with asthma.";"2016-08-08 15:38:18"
"Irbesartan in patients with heart failure and preserved ejection fraction.";"Irbesartan did not improve the outcomes of patients with heart failure and a preserved left ventricular ejection fraction. (ClinicalTrials.gov number, NCT00095238.) 2008 Massachusetts Medical Society";"2016-08-08 17:29:17"
"Keloids and hypertrophic scars.";"Keloids and hypertrophic scars present a major therapeutic dilemma to the dermatologist because of frequent recurrences. A better understanding of keloid pathogenesis may lead to improved therapies by which keloid growth and regrowth may be obviated. Although optimal treatment for keloids remains undefined, successful treatment can be obtained through a multimodality approach. Regardless of the technique employed, an observation period of at least 2 years is necessary to rule out recurrence.";"2016-08-08 15:38:18"
"Laboratory tests and identified diagnoses in patients with physical and chronic urticaria and angioedema: A systematic review.";"No relationship between the number of identified diagnoses and the number of performed laboratory tests, the different settings, the study design, or the publication period was found. On the basis of this systematic review and the relevant literature, a clinical guideline in the form of a flowchart is presented.";"2016-08-08 17:29:17"
"Late vs early clamping of the umbilical cord in full-term neonates: systematic review and meta-analysis of controlled trials.";"Delaying clamping of the umbilical cord in full-term neonates for a minimum of 2 minutes following birth is beneficial to the newborn, extending into infancy. Although there was an increase in polycythemia among infants in whom cord clamping was delayed, this condition appeared to be benign.";"2016-08-08 17:29:17"
"Lifestyle interventions or drugs for patients with essential hypertension: a systematic review.";"In the short term, lifestyle treatment may be effective at reducing blood pressure for some individuals. A healthier diet, by lowering blood pressure and cardiovascular risk, may reduce, delay or remove the need for long-term drug therapy in some patients. However, further comparisons of lifestyle and drug interventions for hypertension are required, with larger clinical trials of longer duration and better quality. Future trials should aim to identify the characteristics of patients most likely to benefit from lifestyle changes.";"2016-08-08 17:29:17"
"Long-term effectiveness of treatment with terbinafine vs itraconazole in onychomycosis: a 5-year blinded prospective follow-up study.";"In the treatment of onychomycosis, continuous terbinafine provided superior long-term mycological and clinical efficacy and lower rates of mycological and clinical relapse compared with intermittent itraconazole.";"2016-08-08 11:29:45"
"Long-term follow-up of toenail onychomycosis caused by dermatophytes after successful treatment with systemic antifungal agents.";"The administration of systemic T to treat the first episode of onychomycosis may provide better long-term success than I in those patients with a complete response. Other factors including the presence of predisposing factors, use of nail lacquer as a prophylactic treatment, and the dermatophyte strain isolated were not significantly related to relapse. Copyright 2009 American Academy of Dermatology, Inc. Published by Mosby, Inc. All rights reserved.";"2016-08-08 11:29:45"
"Long-term opioid management for chronic noncancer pain.";"Many patients discontinue long-term opioid therapy (especially oral opioids) due to adverse events or insufficient pain relief; however, weak evidence suggests that patients who are able to continue opioids long-term experience clinically significant pain relief. Whether quality of life or functioning improves is inconclusive. Many minor adverse events (like nausea and headache) occurred, but serious adverse events, including iatrogenic opioid addiction, were rare.";"2016-08-08 17:29:17"
"Long-term prognosis associated with coronary calcification: observations from a registry of 25,253 patients.";"This large observational data series shows that CAC provides independent incremental information in addition to traditional risk factors in the prediction of all-cause mortality.";"2016-08-08 17:29:17"
"Long-term results of topical immunotherapy in children with alopecia totalis or alopecia universalis.";"Our results indicate that only a small proportion of children with severe alopecia areata will obtain a persistent benefit from topical immunotherapy.";"2016-08-08 17:29:17"
"Losartan improves exercise tolerance in patients with diastolic dysfunction and a hypertensive response to exercise.";"In patients with Doppler evidence of diastolic dysfunction at rest and a hypertensive response to exercise, Ang II receptor blockade blunts the hypertensive response to exercise, increases exercise tolerance and improves quality of life.";"2016-08-08 17:29:17"
"Maternal caffeine intake during pregnancy is associated with risk of low birth weight: a systematic review and dose-response meta-analysis.";"Higher maternal caffeine intake during pregnancy was associated with a higher risk of delivering low birth weight infants. These findings support recommendations to restrict caffeine intake during pregnancy to low levels.";"2016-08-08 10:41:37"
"Melatonin for cognitive impairment.";"There is insufficient evidence to support the effectiveness of melatonin in managing the cognitive and non-cognitive sequelae of dementia.";"2016-08-08 11:29:45"
"Meta-analysis of carvedilol versus beta 1 selective beta-blockers (atenolol, bisoprolol, metoprolol, and nebivolol).";"ecause carvedilol is a unique vasodilating ? blocker (BB) exerting antioxidant activity and pleiotropic effects, it was theorized that it may confer more potent beneficial effects on cardiovascular mortality and morbidity in acute myocardial infarction (AMI) and heart failure (HF) settings. A systematic review and meta-analysis was performed of randomized, controlled, direct-comparison trials that included adults receiving atenolol, bisoprolol, metoprolol, nebivolol, or carvedilol to evaluate the effects of carvedilol compared to other BBs on mortality, cardiovascular events, and hospital readmissions in the setting of AMI or systolic HF. Compared to ?(1)-selective BBs used in HF (8 trials, n = 4,563), carvedilol significantly reduced all-cause mortality (risk ratio 0.85, 95% confidence interval 0.78 to 0.93, p = 0.0006). In 3 trials of patients with AMI (n = 644), carvedilol significantly reduced all-cause mortality by 45% (fixed-effects model: risk ratio 0.55, 95% confidence interval 0.32 to 0.94, p = 0.03, random-effects model: risk ratio 0.56, 95% confidence interval 0.26 to 1.12, p = 0.10), with no reduction in non-fatal MI (risk ratio 0.61, 95% confidence interval 0.31 to 1.22, p = 0.16). In conclusion, carvedilol, as compared against atenolol, bisoprolol, metoprolol and nebivolol in randomized direct comparison trials, significantly reduced all-cause mortality in systolic HF patients. Additionally, carvedilol significantly reduced all-cause mortality compared with ?(1)-selective BBs in AMI patients using the fixed-effects model but not using the random-effects model. Copyright © 2013 Elsevier Inc. All rights reserved.";"2016-08-08 11:29:45"
"Meta-analysis: metformin treatment in persons at risk for diabetes mellitus.";"Metformin treatment in persons at risk for diabetes improves weight, lipid profiles, and insulin resistance, and reduces new-onset diabetes by 40%. The long-term effect on morbidity and mortality should be assessed in future trials.";"2016-08-08 11:29:45"
"Metformin vs thiazolidinediones for treatment of clinical, hormonal and metabolic characteristics of polycystic ovary syndrome: a meta-analysis.";"The findings from this meta-analysis do not indicate that metformin is superior to TZD's for the treatment of PCOS or vice versa. Between studies, heterogeneity was a major confounder. A large scale, well-designed, randomized, controlled trial is needed to further address this issue. © 2011 Blackwell Publishing Ltd.";"2016-08-08 10:41:37"
"Methylprednisolone injections for the carpal tunnel syndrome: a randomized, placebo-controlled trial.";"Methylprednisolone injections for CTS have significant benefits in relieving symptoms at 10 weeks and reducing the rate of surgery 1 year after treatment, but 3 out of 4 patients had surgery within 1 year. PRIMARY FUNDING SOURCE: Region of Scania Research and Development Foundation and Hässleholm Hospital Organization.";"2016-08-08 10:41:37"
"Migraine and stroke in young women: case-control study. The World Health Organisation Collaborative Study of Cardiovascular Disease and Steroid Hormone Contraception.";"Migraine in women of childbearing age significantly increases the risk of ischaemic but not haemorrhagic stroke. The coexistence of oral contraceptive use, high blood pressure, or smoking seems to exert a greater than multiplicative effect on the risk of ischaemic stroke associated with migraine.";"2016-08-08 11:29:45"
"Monitoring opioid adherence in chronic pain patients: assessment of risk of substance misuse.";"We found 52 publications, of which 22 met the criteria to be included in this manuscript. We found only one study that was prospective, and compared the various screening tools that are available to monitor opioid adherence. In the majority of the studies the number treated was small. There was not a single screening tool that can be applied universally to all patients who are on opioid therapy for chronic non-cancer pain.";"2016-08-08 11:29:45"
"Natural course of physical and chronic urticaria and angioedema in 220 patients.";"In general, the prognosis for spontaneous remission is reasonable, with the exception of the subgroup (33.2%) with physical urticaria.";"2016-08-08 17:29:17"
"Newborn tongue-tie: prevalence and effect on breast-feeding.";"Tongue-tie is a relatively common condition in newborns. Affected infants are significantly more likely to be exclusively bottle-fed by 1 week of age. The ATLFF was not a useful tool to identify which tongue-tied infants are at risk for breast-feeding problems.";"2016-08-08 17:29:17"
"Non-hormonal interventions for hot flushes in women with a history of breast cancer.";"Clonidine, SSRIs and SNRIs, gabapentin and relaxation therapy showed a mild to moderate effect on reducing hot flushes in women with a history of breast cancer.";"2016-08-08 10:41:37"
"Nonhormonal therapies for menopausal hot flashes: systematic review and meta-analysis.";"The SSRIs or SNRIs, clonidine, and gabapentin trials provide evidence for efficacy; however, effects are less than for estrogen, few trials have been published and most have methodological deficiencies, generalizability is limited, and adverse effects and cost may restrict use for many women. These therapies may be most useful for highly symptomatic women who cannot take estrogen but are not optimal choices for most women.";"2016-08-08 10:41:37"
"Nonsteroidal antiinflammatory drugs and nonunion of humeral shaft fractures.";"We found that exposure to nonselective NSAIDs or opioids in the period 61-90 days after a humeral shaft fracture was associated with nonunion. Although these associations may be causal, they are more likely to reflect the use of analgesics by patients with painful nonhealing fractures.";"2016-08-08 17:29:17"
"Obstetric parameters affecting success in a trial of labor: designation of a scoring system.";"We constructed a scoring system to evaluate the success of vaginal birth after cesarean. Trial of labor in the subset of patients with the lowest success rate does not increase morbidity.";"2016-08-08 10:41:37"
"Oestrogens for treatment or prevention of pelvic organ prolapse in postmenopausal women.";"There was limited evidence from randomised controlled trials regarding the use of oestrogens for the prevention and management of pelvic organ prolapse. The use of local oestrogen in conjunction with pelvic floor muscle training before surgery may reduce the incidence of post-operative cystitis within four weeks after surgery. Oral raloxifene may reduce the need for pelvic organ prolapse surgery in women older than 60 years although this cannot be taken as an indication for practice.There is a need for rigorous randomised controlled trials with long term follow up to assess oestrogen preparations for prevention and management of pelvic organ prolapse, particularly as an adjunctive treatment for women using pessaries and also before and after prolapse surgery.";"2016-08-08 11:29:45"
