,id,neg_word,Unnamed: 0,Unnamed: 0.1,sen,lab,neg_bin,effected_words
146,38.0,,86,152,"On the basis of these and other findings on pain prevention and amelioration, we recommend that a local anesthetic be administered in advance of circumcision and that the Mogen procedure be used, unless contraindicated.",1.0,0,
147,115.0,,299,50,The evidence implies promise of a treatment effect of omega-3 fatty acids for depression in adults; although a statement of definitive clinical efficacy is premature.,2.0,0,
148,1331.0,,169,510,The laser marker placement device appeared to be a reliable method to place markers on a tape at previously palpated positions and ensures an exact position.,2.0,0,
149,171.0,,318,23,"Our findings are sufficiently strong to justify further interventional studies focused on alternative targets of androgenic treatment carrying more stringent clinical implications, in particular the cardiovascular, metabolic and neurological systems.",1.0,0,
150,1197.0,,408,361,"For future studies, because dyads often commented positively about the pleasure and support they received, it might also be valuable to measure quality of life outcomes such as relationship quality, pleasure, and self-esteem in dyadic focused interventions.",1.0,0,
151,747.0,,361,106,"The study found a statistically significant value for function, pain and alignment in patients who underwent surgical treatment, compared with their status prior to surgery.",1.0,0,
152,166.0,,218,337,"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function.",2.0,0,
153,24.0,,160,249,"Nitrofurantoin is actively transported into human milk, achieving concentrations in milk greatly exceeding those in serum.",2.0,0,
154,631.0,,109,67,This clinical trial indicates that treatment with a novel custom-made OAm can reduce the severity of sleep-disordered breathing by significantly decreasing the AHI and VAS scores.,2.0,0,
155,723.0,,254,62,"As a result, electro-acupuncture (EA) might be useful in controlling the ongoing epidemics in obesity and T2DM.",2.0,0,
156,260.0,,405,4,"Methylprednisolone injections for CTS have significant benefits in relieving symptoms at 10 weeks and reducing the rate of surgery 1 year after treatment, but 3 out of 4 patients had surgery within 1 year.",2.0,0,
157,104.0,,273,462,"There are a myriad of disorders and maladies that seem to benefit from fatty acid supplementation, specifically omega-3 fatty acids.",1.0,0,
158,172.0,,120,443,Ibuprofen is as or more efficacious than acetaminophen for the treatment of pain and fever in adult and pediatric populations and is equally safe.,2.0,0,
159,1260.0,,124,14,"All three bitopertin treated groups showed improvements in all the efficacy endpoints for both of the two symptoms, i.e., ""negative symptoms"" and ""sub-optimally controlled symptoms"", throughout the duration of the study.",2.0,0,
160,1362.0,,34,55,"When compared with results obtained using a traditional cumulus cell removal protocol, early cumulus cell removal has both advantages and disadvantages.",1.0,0,
161,744.0,,506,119,"Pain scores, opioid use, time to mobilisation, and length of stay were low in both Group Ropivacaine and Group Placebo.",0.0,0,
162,175.0,,417,26,Oral dexamethasone in a dose of 0.15 mg/kg is effective in reducing return to medical care with ongoing croup in children with mild croup.,2.0,0,
163,565.0,,22,400,Ultrasound guided lower limb peripheral nerve blocks are an efficient technique of regional anesthesia in children.,2.0,0,
164,7.0,,268,219,"In an unselected birth cohort, more than one in four children had wheezing that persisted from childhood to adulthood or that relapsed after remission.",1.0,0,
165,146.0,,201,350,This suggests that the mechanism underlying BHR in this clinical setting may be different from that in symptomatic asthma.,1.0,0,
166,616.0,,53,398,Computer-tailored feedback could be a cost-effective way to target alcohol use and binge drinking among adolescents.,2.0,0,
167,155.0,,437,518,There is insufficient scientific evidence to conclude that wearing maternity support belts reduces pregnancy-related low back pain and/or pelvic girdle pain.,1.0,0,
168,1340.0,,4,389,Our findings should incite future studies to prove a potential medically important anti-inflammatory role of propofol in neuroanaesthesia.,1.0,0,
169,369.0,,330,69,"In conclusion, adjunct use of silymarin with glibenclamide improves the glycemic control targeted by glibenclamide, during both fasting and postprandially, an effect that may be related to increased insulin sensitivity in peripheral tissues.",2.0,0,
170,539.0,,151,546,"Dynamic multiple pelvic angiography has significant advantage in the diagnosis of pelvic peritoneal hernia, and can provide a more objective basis for the diagnosis of functional defecation disorder.",1.0,0,
171,1219.0,,17,124,"Therefore, supplemental 80% FiO2 during and 6 hours after open surgery for acute sigmoid diverticulitis, reducing post-operative SSI, should be considered part of ongoing quality improvement activities related to surgical care, accompanied by few risk to the patients and little associates cost.",1.0,0,
172,1238.0,,345,526,These findings support a role of CYP2C19 genotype in the efficacy of this treatment.,2.0,0,
173,194.0,,407,474,"Febuxostat, at a daily dose of 80 mg or 120 mg, was more effective than allopurinol at the commonly used fixed daily dose of 300 mg in lowering serum urate.",2.0,0,
174,507.0,,220,277,"Future research should examine the separate impact of goals and planning, as well as examining mediators of behavior maintenance in physical activity interventions targeting cancer survivors.",1.0,0,
175,291.0,,431,235,Two patients reported a partial and 9 patients a complete relieve of motor restlessness while receiving Pergolide.,2.0,0,
176,17.0,,422,505,Data extraction and analyses and quality assessment were conducted according to the Cochrane standards.,1.0,0,
177,127.0,,433,192,"Our results demonstrate that drug-induced suppression of PhK activity is associated with resolution of psoriatic activity as assessed by clinical, histological and immunohistochemical criteria, and support the hypothesis that effective antipsoriatic activity may be achieved through modulation of PhK activity.",1.0,0,
178,1401.0,,496,460,"The most significant predictor of crossover to IABC in the setting of anterior STEMI was relative hypotension at the time of hospital admission, and crossover to IABC in CRISP AMI was associated with significantly worse clinical outcomes.",1.0,0,
179,1283.0,,418,216,"Ultrasound-guided interscalene brachial plexus block with an extrafascial injection reduces the incidence of hemidiaphragmatic paresis and impact on respiratory function while providing similar analgesia, when compared with a conventional injection.",2.0,0,
180,218.0,,78,18,"Among patients who have recently had an acute coronary syndrome, an intensive lipid-lowering statin regimen provides greater protection against death or major cardiovascular events than does a standard regimen.",2.0,0,
181,22.0,,436,434,"Bimanual pelvic examination has marked limitations for evaluating adnexa, even with ideal circumstances.",0.0,0,
182,756.0,,13,214,They were also associated with lower frequencies of postoperative vomiting.,2.0,0,
183,298.0,,10,129,Recommendation 2: Opioids may be considered in the treatment of chronic LBP but should be avoided if possible (Strength: Weak).,0.0,0,
184,154.0,,534,172,This review found support for the use of systemic acyclovir and valacyclovir for the prevention of RHL.,2.0,0,
185,158.0,,504,402,"However, fatigue is a variable and personal experience and a range of behavioural interventions may be required.",1.0,0,
186,309.0,,147,489,Evidence for routine prescription of an ACE inhibitor in patients with diastolic HF (DHF) is inconsistent.,1.0,0,
187,58.0,,274,382,We founded that soy isoflavone intake could lower the risk of breast cancer for both pre- and post-menopausal women in Asian countries.,2.0,0,
188,126.0,,435,308,Additional studies are needed to test insulin sensitizers in the treatment of the reproductive and cardiometabolic aspects of PCOS.,1.0,0,
189,156.0,,260,379,RELEVANCE TO CLINICAL PRACTICE: This review provides comprehensive understanding of the effectiveness of maternity support belts for the relief of low back pain during pregnancy which will facilitate healthcare professionals in providing evidence-based advice to their patients.,2.0,0,
190,216.0,,426,537,Episodic high dose inhaled corticosteroids provide a partially effective strategy for the treatment of mild episodic viral wheeze of childhood.,2.0,0,
191,74.0,,82,299,"The uncertain quality of identified trials highlights the need for improved reporting of study methods, particularly with regards to allocation concealment and the handling of incomplete outcome data.",0.0,0,
192,18.0,,394,425,"Xuezhikang showed significant benefit on the incidence of all-cause deaths, CHD deaths, myocardial infarction, and revascularization as compared with placebo based on conventional treatment for CHD.",2.0,0,
193,1358.0,,168,79,"However, more intensive interventions in hospitalized patients and impact on healthcare-associated infections and post-discharge infections should be explored.",1.0,0,
194,205.0,,465,286,Increasing levels of pharmacologic acid suppression are associated with increased risks of nosocomial C difficile infection.,1.0,0,
195,331.0,,499,231,"After heptavalent pneumococcal conjugate vaccine introduction, children were less likely to develop frequent otitis media or have pressure-equalizing tube insertions.",2.0,0,
196,329.0,,383,68,The GPs' counseling for physical activity using the PACE protocol influenced mediators and biometrical outcomes in an Italian primary care context.,1.0,0,
197,77.0,,439,12,"More randomized controlled trials are needed, with future trials reporting total mortality, total serious adverse events as well as cardiovascular and renal events.",1.0,0,
198,52.0,,353,450,The risk for death may be greater with conventional antipsychotics than with atypical antipsychotics.,0.0,0,
199,349.0,,121,364,Further study of SAMe as independent and adjuvant therapy for major depression in adults is indicated.,1.0,0,
200,1416.0,,241,427,"MSBD combined with CAG program in treating elderly AML patients with YDTSS, with efficacy enhancing toxicity reducing effect, had distinct advantages in improving physical condition and clinical symptoms, and reducing transfusion dependency.",2.0,0,
201,196.0,,179,374,This is in contrast to findings of continued benefits at long-term follow-up described in the literature for patients with Achilles tendinopathy treated with GTN.,1.0,0,
202,84.0,,74,91,Use of cinnamon showed a beneficial effect on glycaemic control (both HbA1c and FPG) and the short term (<4 months) effects of the use of cinnamon on glycaemic control looks promising.,2.0,0,
203,1285.0,,262,11,The CMP used in the study have showed a trend to significant SSI risk reduction and may be recommended to maximize patient protection.,2.0,0,
204,148.0,,37,306,"After 6 months, exercise systolic BP was similarly reduced in patients who received losartan (197 +/- 23 mm Hg, p < 0.01) and HCTZ (191 +/- 11 mm Hg, p < 0.01).",1.0,0,
205,189.0,,270,430,"More specifically, we hypothesize that the mode of action of melatonin in the presented PLMD patients might have been an increase of output-amplitude of the circadian timing system, thereby enhancing the circadian rhythmicity of locomotor activity with a reduction of sleep motor activity.",1.0,0,
206,89.0,,148,315,Blood pressure reduction from combining drugs from these 4 classes can be predicted on the basis of additive effects.,2.0,0,
207,738.0,,297,2,Further study is needed with a larger sample size.,1.0,0,
208,277.0,,140,525,"However, additional studies are needed to demonstrate the efficacy of this intervention in practice settings.",1.0,0,
209,85.0,,210,38,A brief intervention to increase the dialogue between patients and health care providers about behavioral goals can lead to increased physical activity and weight loss.,2.0,0,
210,41.0,,115,147,Ankyloglossia is a relatively common finding in the newborn population and represents a significant proportion of breastfeeding problems.,1.0,0,
211,772.0,,319,63,"Concurrent using QQD with chemoradiotherapy for treating esophageal carcinoma patients could lower the incidence of radiation pneumonitis, attenuate the degree of radiation induced lung injury, improve clinical benefit rate, and elevate their QOL.",2.0,0,
212,81.0,,11,287,Dietary glycemic index is positively associated with HOMA-IR and prevalence of the metabolic syndrome.,1.0,0,
213,683.0,,207,154,NBI endoscopy plays an important role in the clinical diagnosis and accurate pathologic specimen acquisition of laryngeal carcinoma and can be a regular means to detect laryngeal lesions in clinical.,1.0,0,
214,103.0,,314,78,"Corticosteroids provide symptomatic relief of pain in sore throat, in addition to antibiotic therapy, mainly in participants with severe or exudative sore throat.",2.0,0,
215,192.0,,357,529,"These findings have implications for the treatment and prognosis of childhood asthma, targeting preventive and educational strategies and understanding the onset of asthma in adult life.",2.0,0,
216,739.0,,23,344,"This study was done in part that registered with Japan Pharmaceutical Information Center, number JapicCTI-121850.",1.0,0,
217,692.0,,112,145,"However, such a micro-level approach must be understood from a broader societal perspective including gender relations on both the macro- and the meso-level.",1.0,0,
218,1234.0,,225,80,The PHC Cage is similar to the PEEK Cage and has good clinical outcome in short-term follow-up.,2.0,0,
219,1343.0,,230,487,A high response rate was obtained and tolerability was good.,2.0,0,
220,144.0,,530,87,"Bedwetting can be treated successfully with DBT when other treatments such as normal alarm treatment have failed, and alarm treatment/DBT can have a positive influence on behavioural/emotional problems.",2.0,0,
221,1359.0,,217,410,Addition of the UC-MSC treatment to the standard therapy could help to improve liver function in patients with HBV-DLC.,1.0,0,
222,174.0,,378,491,"Among patients with chronic gout, elevated serum uric acid level, and allopurinol intolerance or refractoriness, the use of pegloticase 8 mg either every 2 weeks or every 4 weeks for 6 months resulted in lower uric acid levels compared with placebo.",2.0,0,
223,14.0,,472,348,"Our results suggest that ""medical expulsive therapy,"" using either alpha-antagonists or calcium channel blockers, augments the stone expulsion rate compared to standard therapy for moderately sized distal ureteral stones.",2.0,0,
224,64.0,,214,90,Once-daily dosing of AzA 15% gel was well accepted by patients and can offer considerable dosing flexibility and convenience for the patient as well as for the dermatologist.,2.0,0,
225,278.0,,154,47,"With careful preoperative evaluation and patient selection, resection of a symptomatic interdigital neuroma through a dorsal approach can result in a high percentage of successful results more than five years following the procedure.",2.0,0,
226,1215.0,,296,246,Anticholinergic medication use was associated with increased risk for recurrent falls.,2.0,0,
227,632.0,,236,151,"By using health literacy-focused strategies, the intervention was robust in achieving reductions for participants of varying health literacy status.",1.0,0,
228,748.0,,539,206,Biventricular patients with an ostial stenosis had a higher probability of a successful outcome.,2.0,0,
229,1288.0,,92,65,"Investigations on the effects of low-volume HIIE protocols including a fewer number of work bouts on health status and fitness of less active subjects would be interesting, especially in the first training weeks.",1.0,0,
230,351.0,,283,367,It may exert its anti-inflammatory activity by inhibition of a number of different molecules that play a role in inflammation.,1.0,0,
231,254.0,,47,504,Higher maternal caffeine intake during pregnancy was associated with a higher risk of delivering low birth weight infants.,0.0,0,
232,279.0,,428,259,The results suggest that opioid therapy has a positive effect on pain and mood but little effect on activity and sleep.,2.0,0,
233,122.0,,102,241,"An ulcer area larger than 2 cm2, a positive probe-to-bone test result, an erythrocyte sedimentation rate of more than 70 mm/h, and an abnormal plain radiograph result are helpful in diagnosing the presence of lower extremity osteomyelitis in patients with diabetes.",2.0,0,
234,31.0,,498,345,"In the adolescent outcome of this cohort, we found that these disturbances were dependent on the continuation of ADHD symptoms.",1.0,0,
235,252.0,,219,440,Our results indicate that only a small proportion of children with severe alopecia areata will obtain a persistent benefit from topical immunotherapy.,2.0,0,
236,207.0,,190,445,Infected women can be reassured that the maximum possible risk of a congenital abnormality due to B19 is under 1% and that long term development will be normal.,2.0,0,
237,123.0,,461,196,"Several individual clinical features were found to be associated with a significant intracranial abnormality, and patients with these features should undergo neuroimaging.",1.0,0,
238,312.0,,141,266,"ACE inhibitor therapy prescribed at discharge in 46% (n = 165) of the 358 included patients was associated with a 30% relative decrease in the risk of 5-year mortality (hazard ratio 0.70, 95% confidence interval 0.53 to 0.93, p = 0.013).",1.0,0,
239,695.0,,77,403,Trial and reference preparations are bioequivalent under fasting and fed state.,1.0,0,
240,574.0,,81,156,"Furthermore, it was concluded that hyoscine-N-butylbromide can increase the risk of drug-related complications.",0.0,0,
241,589.0,,505,272,"ZHENG's gold hook fishing acupuncture could effectively improve the symptoms and sings of LDH, reduce the disability index and improve the quality of life, which is superior to EA.",2.0,0,
242,311.0,,233,54,We assessed the long-term prognosis of these patients according to prescription of an ACE inhibitor at discharge.,1.0,0,
243,518.0,,537,517,The acupuncture at the acupoints selected from the affected meridians based on the location differentiation and the heavy moxibustion at painful points are safe and effective in the treatment of fibromyalgia syndrome and present the better persistent effect as compared with the combined medication of tramadol sustained release tablets and amitriptyline.,2.0,0,
244,63.0,,430,40,"Based on these findings and those of prior studies, once-daily AzA 15% gel can therefore be utilized as a safe, effective, and economical dosing option for the treatment of mild-to-moderate papulopustular rosacea.",2.0,0,
245,686.0,,14,176,Patients treated with melatonin-containing emulsion experienced significantly reduced radiation dermatitis compared to patients receiving placebo.,2.0,0,
246,1208.0,,288,205,This would reduce the need for parents to motivate their children extrinsically and allow for clinical trials to investigate the effectiveness of the system.,1.0,0,
247,640.0,,24,175,"Among patients with 1 to 3 brain metastases, the use of SRS alone, compared with SRS combined with WBRT, resulted in less cognitive deterioration at 3 months.",2.0,0,
248,377.0,,478,508,The review shows that overall there is a positive effect of speech and language therapy interventions for children with expressive phonological and expressive vocabulary difficulties.,2.0,0,
249,50.0,,29,181,"Evidence also suggests that bupropion is less effective than varenicline, but further research is needed to confirm this finding.",0.0,0,
250,199.0,,284,56,"Long-term mortality follow-up showed that patients with dyslipidemia benefited from beginning treatment with gemfibrozil early, especially if their dyslipidemia entailed factors related to the metabolic syndrome.",2.0,0,
251,209.0,,443,339,"In children followed up to 3.5 years, PCV provided a moderate amount of protection against ear infections while reducing frequent otitis media and tube procedures by greater amounts.",2.0,0,
252,734.0,,275,262,"Acupuncture method of ""Huoxue Sanfeng, Shugan Jianpi"", characterized with standard manipulation criteria, can effectively control morning blood pressure in patients with cerebral infraction combined with essential hypertension.",2.0,0,
253,1391.0,,365,333,"Despite that the YouGrabber is a promising and highly accepted training tool for home-use, currently, it is still error-prone, and the requested support exceeds the support that can be provided by clinical therapists.",0.0,0,
254,617.0,,223,535,The dynamics of this improvement differed both between cognitive domains and the time-points assessed.,1.0,0,
255,788.0,,336,401,"Thus, tools for clinical assessment can be developed from empirical studies in various clinical settings.",1.0,0,
256,51.0,,466,354,Atypical antipsychotic use is associated with an increased risk for death compared with nonuse among older adults with dementia.,0.0,0,
257,19.0,,434,111,"It remarkably lowered total cholesterol (TC), triglyceride (TG), and low-density lipoprotein-cholesterol (LDL-C) as compared with the placebo or inositol nicotinate group, which was similar to statins group.",2.0,0,
258,731.0,,477,536,"Given that most pregnant quitters will relapse within 1 year postpartum and that postpartum smoking has negative health consequences for women and children, effective interventions that target postpartum mood and stress are needed.",1.0,0,
259,720.0,,540,105,"SIPsmartER also yielded small, yet significant, improvements in BMI.",2.0,0,
260,347.0,,295,444,The efficacy of SAMe in treating depressive syndromes and disorders is superior with that of placebo and comparable to that of standard tricyclic antidepressants.,2.0,0,
261,274.0,,100,179,The use of local oestrogen in conjunction with pelvic floor muscle training before surgery may reduce the incidence of post-operative cystitis within four weeks after surgery.,2.0,0,
262,373.0,,2,498,Half of the patients presented disease control after treatment lasting an average of approximately one year.,2.0,0,
263,365.0,,157,220,This study was designed to evaluate the effects of the antioxidant flavonoid silymarin in improving long-term and postprandial glycemic and weight control in type 2 diabetic patients treated with glibenclamide.,1.0,0,
264,135.0,,193,319,These findings indicate that ADHD is associated with significant educational and occupational underattainments relative to what would have been expected on the basis of intellectual potential.,1.0,0,
265,641.0,,401,548,The present study showed that combination of degarelix and antiandrogen could lead to favorable PSA reduction and immediate castrate level at an earlier phase.,2.0,0,
266,649.0,,30,341,"In construction workers, integral nutrition intervention at the individual, group and environmental level had an impact in nutritional and biochemical indicators.",1.0,0,
267,392.0,,354,451,The administration of three local cortivazol injections was followed by suppression of the corticotropic axis that persisted beyond 21 days after epidural injection and recovered more rapidly after intra-articular injection.,2.0,0,
268,253.0,,143,442,"In patients with Doppler evidence of diastolic dysfunction at rest and a hypertensive response to exercise, Ang II receptor blockade blunts the hypertensive response to exercise, increases exercise tolerance and improves quality of life.",2.0,0,
269,1380.0,,306,397,"This exercise programme in cancer patients with 2-3 weekly supervised sessions over three months was well feasible and demonstrated measurable improvement of oxygen consumption, body composition and quality of life.",2.0,0,
270,1400.0,,316,64,"Adjuvant Gliatilin in the complex therapy of progressive glaucoma is appropriate and efficient, especially in case of systemic atherosclerosis and cerebrovascular insufficiency.",2.0,0,
271,599.0,,323,25,The present findings indicate that topiramate is effective and safe and thus reinforce previous data suggesting that topiramate is a potentially useful treatment for crack cocaine dependence.,2.0,0,
272,668.0,,411,300,Additional modelling could explore the potential economic impact of the intervention on morbidity and mortality.,1.0,0,
273,371.0,,409,169,Single-dose famciclovir reduced time to healing of herpes labialis lesions by approximately 2 days compared with placebo.,2.0,0,
274,179.0,,57,73,"We demonstrated immediate improvement in nipple-pain and breastfeeding scores, despite a placebo effect on nipple pain.",2.0,0,
275,337.0,,134,282,Infants with a significant tongue-tie that is interfering with breast-feeding have shown an improvement with breast-feeding following frenotomy.,2.0,0,
276,624.0,,3,97,Future RCTs are planned to evaluate the clinical efficacy of the 2 interventions.,1.0,0,
277,102.0,,183,500,"Those who are female, diabetic and have neurophysiological confirmation of diagnosis have the highest risk of relapse.",0.0,0,
278,140.0,,215,148,"However, future studies that address the limitations in the current evidence are needed before definitive claims can be made about the effect of chromium supplementation.",1.0,0,
279,110.0,,128,290,"All smokers, irrespective of their lung function, tried to modify their habit as the result of screening for COPD combined with smoking cessation advice.",1.0,0,
280,97.0,,536,412,"Therefore, the choice of dose frequency can be based on whichever approach will optimize an individual's adherence with long-term vitamin D supplementation.",1.0,0,
281,113.0,,113,98,"A higher dietary diversity, therefore, might be associated with lower possibility of having some metabolic disorders.",2.0,0,
282,693.0,,55,131,"Administration of piroxicam after IUI is associated with decreased number of cycles, as well as increased pregnancy rate and pregnancy rate per cycle in IUI cycles.",2.0,0,
283,1299.0,,243,459,This indicates variability in the ability to use real-time augmented feedback effectively.,2.0,0,
284,372.0,,348,516,"Simple smoking cessation advice combined with spirometric testing resulted in good 1 year cessation rates, especially in subjects with airway obstruction.",2.0,0,
285,295.0,,400,101,"Attention to subgroups of patients will likely help guide treatment, and will likely help increase the clinical impact of future research.",1.0,0,
286,40.0,,163,34,A more active approach to the diagnosis and management of precursor lesions may often prevent the development of vulvar cancer.,2.0,0,
287,65.0,,358,218,"These bioflavonoids improve early outcomes in cadaveric renal transplantation, possibly through HO-1 induction.",2.0,0,
288,1406.0,,423,314,Further research is needed to determine how to sustain the substantial initial benefits.,1.0,0,
289,386.0,,276,37,"The 1-year outcomes were similar for patients assigned to early surgery and those assigned to conservative treatment with eventual surgery if needed, but the rates of pain relief and of perceived recovery were faster for those assigned to early surgery.",2.0,0,
290,712.0,,521,325,Individual baseline thermography image features can be predictive of the response to lid warming therapy.,1.0,0,
291,310.0,,317,82,The present prospective study included patients with normal or slightly impaired ejection fraction (> or =50%) surviving a first hospitalization for HF.,1.0,0,
292,1193.0,,395,178,"While both lifestyle and metformin interventions used to prevent diabetes increase HDL-C, the mechanisms involved differ between the two treatments and may have consequences for future risk of cardiovascular disease.",1.0,0,
293,287.0,,371,3,"During the procedure, Mogen circumcision is associated with less pain and discomfort, takes less time, and is preferred by trainees when compared with the PlastiBell.",2.0,0,
294,1194.0,,369,519,"JXT could improve heart function of CHD patients to different degrees, and its curative effect was better than that of routine Western medicine (Simvastatin Tablets) treatment.",2.0,0,
295,671.0,,250,112,Both tipranavir/ritonavir use and high baseline ALT levels were associated with an increased risk of ALT.,0.0,0,
296,1271.0,,364,318,The relationship for ALT appears specific for death due to cardiovascular disease.,1.0,0,
297,672.0,,446,199,Providing an educational video intervention about CATH may effectively decrease periprocedural anxiety levels.,2.0,0,
298,57.0,,459,472,"We meta-analyzed more and newer research results, and separated women according to menopausal status to explore soy isoflavone-breast cancer association.",1.0,0,
299,1352.0,,138,371,The findings support the use of dexmedetomidine in patients such as these.,1.0,0,
300,610.0,,191,480,Our findings indicate the general effectiveness and practicality of Web-based computer-tailored interventions in terms of increasing self-reported habit strength for physical activity and fruit and vegetable consumption.,1.0,0,
301,345.0,,453,396,"In a pooled analysis of data from 5 statin trials, intensive-dose statin therapy was associated with an increased risk of new-onset diabetes compared with moderate-dose statin therapy.",0.0,0,
302,93.0,,257,478,The use of these corticosteroid regimens in treating patients with mild to moderate croup is thus supported.,1.0,0,
303,181.0,,174,51,"Quadrivalent HPV vaccine prevents infection with HPV-6, 11, 16, and 18 and the development of related external genital lesions in males 16 to 26 years of age.",2.0,0,
304,1265.0,,28,413,Both EA and meloxicam are effective in the treatment of KOA at the early and middle stage.,2.0,0,
305,90.0,,415,136,The extra blood pressure reduction from combining drugs from 2 different classes is approximately 5 times greater than doubling the dose of 1 drug.,1.0,0,
306,1272.0,,251,466,Biliary CEACAM6 can identify patients with extrahepatic cholangiocarcinoma with a high degree of sensitivity and should be investigated further as a potential screening tool.,2.0,0,
307,303.0,,464,335,It is likely that inclusion of subgroup factors in future RCTs will provide information needed to improve the strength and specificity of future clinical recommendations.,1.0,0,
308,183.0,,137,418,Administration of fluoroquinolones emerged as the most important risk factor for CDAD in Quebec during an epidemic caused by a hypervirulent strain of C. difficile.,0.0,0,
309,268.0,,279,45,"Clonidine, SSRIs and SNRIs, gabapentin and relaxation therapy showed a mild to moderate effect on reducing hot flushes in women with a history of breast cancer.",2.0,0,
310,299.0,,551,543,"There is evidence demonstrating favorable effectiveness compared to placebo, similar effectiveness compared to NSAIDs, and with significant side effects including decreasing effectiveness related to habituation when used long-term.",2.0,0,
311,757.0,,142,144,The preoperative dexamethasone should be used as routine in patients undergoing laparoscopic cholecystectomy.,1.0,0,
312,215.0,,502,114,International cough guidelines recommend that a trial of ICS should only be considered in patients after thorough evaluation including chest X-ray and consideration of spirometry and other appropriate investigations.,1.0,0,
313,210.0,,246,373,The combination of low-dose spironolactone with metformin seems superior to either drug alone in terms of clinical benefits and compliance in women with PCOS.,2.0,0,
314,382.0,,387,35,The outcomes reported to date have shown a positive trend toward using spironolactone in women with PCOS and hirsutism.,2.0,0,
315,118.0,,321,213,This could be due to a lack of awareness of asthma symptoms among heavy smokers or a reluctance to visit the GP.,1.0,0,
316,80.0,,237,484,"Whole-grain intake, largely attributed to the cereal fiber, is inversely associated with HOMA-IR and a lower prevalence of the metabolic syndrome.",1.0,0,
317,79.0,,119,159,"However, problems with standardization and safety concerns may limit their applicability in clinical practice.",1.0,0,
318,341.0,,339,102,Follow up endoscopy is strongly indicated for an NUD patient with multiple risk factors for ulcer formation when symptoms recur.,2.0,0,
319,302.0,,213,527,"Based on the hypothesis that chronic LBP is a symptom reflective of a heterogeneous group of disorders, categorization of certain patient specific subgroups may be helpful in guiding future treatment decision making.",1.0,0,
320,161.0,,40,132,The cinnamon extract seems to have a moderate effect in reducing fasting plasma glucose concentrations in diabetic patients with poor glycaemic control.,2.0,0,
321,67.0,,526,258,"The CDP was a randomized, placebo-controlled clinical trial of lipid-modifying agents in men with previous myocardial infarction (MI).",1.0,0,
322,361.0,,302,301,"The use of a sensitive assay for troponin I improves early diagnosis of acute myocardial infarction and risk stratification, regardless of the time of chest-pain onset.",2.0,0,
323,513.0,,212,405,The 2 interventions were acceptable to participants and equal with regard to perceived credibility and acceptability.,1.0,0,
324,111.0,,413,312,"Older age, lower tobacco exposure, and lower lung function were the predictors of success in quitting smoking.",2.0,0,
325,332.0,,222,395,The rate of spontaneous passage of ureteral stones does vary with stone size and location as determined by CT.,1.0,0,
326,12.0,,475,53,"US guidance significantly improves the accuracy of joint injection, allowing a trainee to rapidly achieve higher accuracy than more experienced rheumatologists.",2.0,0,
327,553.0,,410,125,"When renal function is impaired and if basal kalemia is >4.35 mmol/L, then clinicians should properly balance risk and benefit of eplerenone use and offer dietary advice.",1.0,0,
328,597.0,,49,71,"Furthermore, IL-35 should be incorporated into nomogram to generate a more accurate predictive model.",1.0,0,
329,1382.0,,531,99,The results provide first evidence that variable light can be used to optimize the conditions in child and adolescent psychiatry in order to support the therapeutic success.,2.0,0,
330,714.0,,63,24,"131I-chTNT radioimmunotherapy with PMCT has a complementary effect in NSCLC, which can effectively improve therapeutic ratio and survival of patients effectively and has the same effect as that of post-operative adjuvant chemoradiation.",2.0,0,
331,131.0,,176,356,"The diagnostic performance of sensitive cardiac troponin assays is excellent, and these assays can substantially improve the early diagnosis of acute myocardial infarction, particularly in patients with a recent onset of chest pain.",2.0,0,
332,500.0,,385,223,"XFC could elevate clinical efficacy of AS patients and enhance their autophagy, which might be achieved by acting on PI3K/Akt/mTOR signal, affecting autophagy gene and autophagy protein expression, taking part in the regulation of proliferation and differentiation of lymphocyte B, and strengthen humoral immunity.",2.0,0,
333,281.0,,199,117,"OC users carrying an ascertained BRCA1/2 mutation have a reduced risk of ovarian cancer, proportional to the duration of use.",2.0,0,
334,151.0,,342,268,"In conclusion, in patients with diastolic dysfunction and hypertensive responses to exercise, 6 months of losartan and HCTZ blunted systolic BP during exercise.",1.0,0,
335,388.0,,101,276,"With the increasing use of opioids among patients with cancer, further research in improving quality-of-life outcomes is warranted.",1.0,0,
336,49.0,,39,515,Evidence suggests that the mode of action of bupropion and nortriptyline is independent of their antidepressant effect and that they are of similar efficacy to nicotine replacement.,2.0,0,
337,1342.0,,280,383,Adjuvant rosuvastatin treatment in patients diagnosed of DVT improve CRP levels and diminish PTS incidence.,2.0,0,
338,1365.0,,325,163,"LMV, ADV, LdT, LMV+ADV and ETV were all effective on treatment of decompensated hepatitis B virus-related cirrhosis whereas ETV and LMV+ADV were recommended.",2.0,0,
339,106.0,,529,499,"Rheumatoid arthritis (RA) is another disease entity that has been proven to benefit from this nutrition intervention, with improvement in symptoms and diminished nonsteroidal antiinflammatory drug (NSAID) usage.",2.0,0,
340,147.0,,347,524,"Before treatment, exercise systolic BP was 213 +/- 13 mm Hg (mean +/- SD) in the 19 patients randomized to losartan and 209 +/- 11 mm Hg in the 21 patients who received HCTZ.",1.0,0,
