,id,sen,lab,umls
129,795,the find provid preliminari evid that this intervent may offer an effici way of concurr reduc ca and mental health problem  such a sexual compuls and loneli  for hiv  gay and bisexu men ,2,the find provid preliminari evid that this intervent may offer an effici way of concurr reduc ca and mental health problem  such a sexual compuls MOBD and loneli  for hiv VIRS  gay and bisexu men 
130,757,the preoper dexamethason should be use a routin in patient undergo laparoscop cholecystectomi ,1,the preoper dexamethason should be use a routin in patient undergo laparoscop cholecystectomi 
131,134,the present studi suggest that childhood adhd predispos to specif disadvantag and continu to affect import function domain unrel to current psychiatr diagnosi ,0,the present studi suggest that childhood adhd MOBD predispos to specif disadvantag and continu to affect import function domain unrel to current psychiatr diagnosi 
132,196,this is in contrast to find of continu benefit at long term follow up describ in the literatur for patient with achill tendinopathi treat with gtn ,1,this is in contrast to find of continu benefit at long term follow up describ in the literatur for patient with achill tendinopathi DSYN treat with gtn 
133,140,howev  futur studi that address the limit in the current evid are need befor definit claim can be made about the effect of chromium supplement ,1,howev  futur studi that address the limit in the current evid are need befor definit claim can be made about the effect of chromium supplement 
134,316,five year relat surviv  observ expect surviv  of the ace inhibitor group wa better than that of the no ace inhibitor group  digit  v digit   ,2,five year relat surviv  observ expect surviv  of the ace inhibitor group wa better than that of the no ace inhibitor group  digit  v digit   
135,1219,therefor  supplement digit  fiodigit dure and digit hour after open surgeri for acut sigmoid diverticul  reduc post oper ssi  should be consid part of ongo qualiti improv activ relat to surgic care  accompani by few risk to the patient and littl associ cost ,1,therefor  supplement digit  fiodigit dure and digit hour after open surgeri for acut sigmoid diverticul DSYN  reduc post oper ssi  should be consid part of ongo qualiti improv activ relat to surgic care  accompani by few risk to the patient and littl CGAB associ cost 
136,1361,acut coffe consumpt in non stress condit activ saa and bp but not salivari cortisol  indic activ of the sympathet nervous system ,1,acut coffe consumpt in non stress condit DSYN activ saa and bp but not salivari cortisol  indic activ of the sympathet nervous system 
137,210,the combin of low dose spironolacton with metformin seem superior to either drug alon in term of clinic benefit and complianc in woman with pcos ,2,the combin of low dose spironolacton with metformin seem superior to either drug alon in term of clinic benefit and complianc in woman with pcos DSYN 
138,277,howev  addit studi are need to demonstr the efficaci of this intervent in practic set ,1,howev  addit studi are need to demonstr the efficaci of this intervent in practic set 
139,1193,while both lifestyl and metformin intervent use to prevent diabet increas hdl c  the mechan involv differ between the two treatment and may have consequ for futur risk of cardiovascular diseas ,1,while both lifestyl and metformin intervent use to prevent diabet DSYN increas hdl c  the mechan involv differ between the two treatment and may have consequ for futur risk of cardiovascular diseas DSYN 
140,592,our result support the use of distort correct to ensur accur and care applic of dwi to neurosurg practic ,2,our result support the use of distort ANAB correct to ensur accur and care applic of dwi MOBD to neurosurg practic 
141,714,digiti chtnt radioimmunotherapi with pmct ha a complementari effect in nsclc  which can effect improv therapeut ratio and surviv of patient effect and ha the same effect a that of post oper adjuv chemoradi ,2,digiti chtnt radioimmunotherapi with pmct ha a complementari effect in nsclc NEOP  which can effect improv therapeut ratio and surviv of patient effect and ha the same effect a that of post oper adjuv chemoradi DSYN 
142,136,this analysi is consist with prior report show that ace inhibitor decreas the risk of death follow a recent mi by reduc cardiovascular mortal ,2,this analysi is consist with prior report show that ace inhibitor decreas the risk of death follow a recent mi by reduc cardiovascular mortal 
143,1202,both mm and vdo were signific improv by use of occlus splint pretreat ,2,both mm and vdo were signific improv by use of occlus splint INPO pretreat 
144,678,these preliminari find were base on unplan earli termin of the trial  and a larger multicent trial is need to evalu the potenti benefit of this approach ,1,these preliminari find were base on unplan earli termin of the trial  and a larger multicent trial is need to evalu the potenti benefit of this approach 
145,739,this studi wa done in part that regist with japan pharmaceut inform center  number japiccti digit ,1,this studi wa done in part that regist with japan pharmaceut inform center  number japiccti digit 
146,11,among patient at high risk for cardiovascular event but without diabet  target a systol blood pressur of le than digit mm hg  a compar with le than digit mm hg  result in lower rate of fatal and nonfat major cardiovascular event and death from ani caus  although signific higher rate of some advers event were observ in the intens treatment group ,2,among patient at high risk for cardiovascular event but without diabet DSYN  target a systol blood pressur of le than digit mm hg  a compar with le than digit mm hg  result in lower rate of fatal and nonfat major cardiovascular event and death from ani caus  although signific higher rate of some advers event were observ in the intens treatment group 
147,1365,lmv  adv  ldt  lmv adv and etv were all effect on treatment of decompens hepat b virus relat cirrhosi wherea etv and lmv adv were recommend ,2,lmv  adv VIRS  ldt  lmv adv VIRS and etv were all effect on treatment of decompens hepat DSYN b virus relat cirrhosi DSYN wherea etv and lmv adv VIRS were recommend 
148,183,administr of fluoroquinolon emerg a the most import risk factor for cdad in quebec dure an epidem caus by a hypervirul strain of c  difficil ,0,administr of fluoroquinolon emerg a the most import risk factor for cdad in quebec dure an epidem caus by a hypervirul strain INPO of c  difficil 
149,310,the present prospect studi includ patient with normal or slight impair eject fraction  > or  digit   surviv a first hospit for hf ,1,the present prospect studi includ patient with normal or slight impair PATF eject fraction  > or  digit   surviv a first hospit for hf 
150,168,trial evid that examin the effect of n digit pufa on depress mood is limit and is difficult to summar and evalu becaus of consider heterogen ,1,trial evid that examin the effect of n digit pufa on depress MOBD mood is limit and is difficult to summar and evalu becaus of consider heterogen 
151,258,in conclus  carvedilol  a compar against atenolol  bisoprolol  metoprolol and nebivolol in random direct comparison trial  signific reduc all caus mortal in systol hf patient ,2,in conclus  carvedilol  a compar against atenolol  bisoprolol  metoprolol and nebivolol in random direct comparison trial  signific reduc all caus mortal in systol hf patient 
152,396,although there are a yet no larg scale  long term control studi of t therapi to provid a definit assess of risk  numer smaller clinic trial a well a popul base longitudin studi consist fail to support the histor idea that t therapi pose an increas risk of prostat cancer or exacerb of symptom due to benign prostat hyperplasia ,0,although there are a yet no larg scale  long term control studi of t therapi to provid a definit assess of risk  numer smaller clinic trial a well a popul base longitudin studi consist fail to support the histor idea that t therapi pose an increas risk of prostat cancer NEOP or exacerb of symptom due to benign prostat hyperplasia PATF 
153,4,these find need to be replic befor citalopram or other serotonerg antidepress can be recommend a altern to antipsychot for the treatment of agit or psychot symptom associ with dementia ,1,these find need to be replic befor citalopram or other serotonerg antidepress can be recommend a altern to antipsychot for the treatment of agit or psychot MOBD symptom associ with dementia MOBD 
154,663,in a fast and glycogen reduc state ingest of a cho solut dure high intens exercis enhanc perform through stimul of insulin mediat glucos uptak ,2,in a fast and glycogen reduc state ingest of a cho solut dure high intens exercis enhanc perform through stimul of insulin mediat glucos uptak 
155,219,these find indic that such patient benefit from earli and continu lower of ldl cholesterol to level substanti below current target level ,2,these find indic that such patient benefit from earli and continu lower of ldl cholesterol to level substanti below current target level 
156,274,the use of local oestrogen in conjunct with pelvic floor muscl train befor surgeri may reduc the incid of post oper cystiti within four week after surgeri ,2,the use of local oestrogen in conjunct with pelvic floor muscl train befor surgeri may reduc the incid of post oper cystiti DSYN within four week after surgeri 
157,106,rheumatoid arthriti  ra  is anoth diseas entiti that ha been proven to benefit from this nutrit intervent  with improv in symptom and diminish nonsteroid antiinflammatori drug  nsaid  usag ,2,rheumatoid arthriti DSYN  ra  is anoth diseas DSYN entiti that ha been proven to benefit from this nutrit intervent  with improv in symptom and diminish nonsteroid antiinflammatori drug  nsaid  usag 
158,153,tell smoker their lung age signific improv the likelihood of them quit smoke  but the mechan by which this intervent achiev it effect is unclear ,1,tell smoker their lung age signific improv the likelihood of them quit smoke  but the mechan by which this intervent achiev it effect is unclear 
159,115,the evid impli promis of a treatment effect of omega digit fatti acid for depress in adult  although a statement of definit clinic efficaci is prematur ,2,the evid impli promis of a treatment effect of omega digit fatti acid for depress MOBD in adult  although a statement of definit clinic efficaci is prematur 
160,92,both prednisolon digit mg kg and low dose dexamethason  digit digit mg kg  were found not to differ in efficaci from the current recommend digit digit mg kg dexamethason ,0,both prednisolon digit mg kg and low dose dexamethason  digit digit mg kg  were found not to differ in efficaci from the current recommend digit digit mg kg dexamethason 
161,193,these find support the use of appropri prescrib grade aerob exercis in the manag of patient with fatigu and system lupus erythematosus ,1,these find support the use of appropri prescrib grade aerob exercis in the manag of patient with fatigu and system lupus DSYN erythematosus 
162,96,supplement with vitamin d can be achiev equal well with daili  week  or month dose frequenc ,2,supplement with vitamin d can be achiev equal well with daili  week  or month dose frequenc 
163,53,there is no consist evid that anxiolyt aid smoke cessat  but the avail evid doe not rule out a possibl effect ,1,there is no consist evid that anxiolyt aid DSYN smoke cessat  but the avail evid doe not rule out a possibl effect 
164,35,drug common use to treat pcos appear to be associ with veri low risk of sever advers effect although data are extrapol from other popul ,2,drug common use to treat pcos DSYN appear to be associ with veri low risk of sever advers effect although data are extrapol from other popul 
165,648,at the recoveri room  no signific efficaci differ between low dose ketamin  digit digit mg kg  and placebo in the prevent of post oper shiver in patient who underw orthoped surgeri wa observ ,0,at the recoveri room  no signific efficaci differ between low dose ketamin  digit digit mg kg  and placebo in the prevent of post oper shiver in patient who underw orthoped surgeri wa observ 
166,48,futur studi involv more subject are requir to determin if ssri  trazodon  or other antidepress are safe and effect treatment for agit and psychosi in dementia ,1,futur studi involv more subject are requir to determin if ssri  trazodon  or other antidepress are safe and effect treatment for agit and psychosi MOBD in dementia MOBD 
167,304,an unfavor score predict a high rate of complic and more fail trial of labor may help in counsel patient consid trial of labor ,1,an unfavor score predict a high rate of complic PATF and more fail trial of labor may help in counsel patient consid trial of labor 
168,682,group f and group e demonstr similar fast motor recoveri  but the former caus le intraop pain than the latter ,2,group f and group e demonstr similar fast motor recoveri  but the former caus le intraop pain than the latter 
169,608,among critic ill patient treat in icu in brazil  implement of a multifacet qualiti improv intervent with daili checklist  goal set  and clinician prompt did not reduc in hospit mortal ,0,among critic ill patient treat in icu in brazil  implement of a multifacet qualiti improv intervent with daili checklist  goal set  and clinician prompt did not reduc in hospit mortal 
170,730,contrast enhanc ultrasound measur of tumor peak enhanc  rate of enhanc  and aucdigit were earli predictor of time to progress in a cohort of child and adolesc with recurr solid tumor treat with antiangiogen therapi ,1,contrast enhanc ultrasound measur of tumor NEOP peak enhanc  rate of enhanc  and aucdigit were earli predictor of time to progress PATF in a cohort of child and adolesc with recurr PATF solid tumor NEOP treat with antiangiogen therapi 
171,1413,magnesium sulphat a an adjuv provid rapid onset of epidur anesthesia and prolong the durat of analgesia with minim side effect ,2,magnesium sulphat a an adjuv provid rapid onset of epidur anesthesia and prolong the durat of analgesia with minim side effect 
172,1213,consequ  metformin and acupunctur combin therapi is more effect than metformin onli  prove that acupunctur is an insulin sensit and is abl to improv insulin sensit possibl by reduc bodi weight and inflamm  while improv lipid metabol and adipokin ,2,consequ  metformin and acupunctur combin therapi is more effect than metformin onli  prove that acupunctur is an insulin sensit and is abl to improv insulin sensit possibl by reduc bodi weight and inflamm PATF  while improv lipid metabol and adipokin 
173,27,when we compar acupunctur with sham acupunctur  there wa no evid of a signific differ in their effect on menopaus vasomotor symptom ,1,when we compar acupunctur with sham acupunctur  there wa no evid of a signific differ in their effect on menopaus vasomotor symptom 
174,128,intens statin therapi earli after ac lead to a reduct in clinic event at digit day  consist with greater earli pleiotrop effect ,2,intens statin therapi earli after ac lead to a reduct in clinic event at digit day  consist with greater earli pleiotrop effect 
175,326,earli frenotomi did not result in an object improv in breastfeed but wa associ with improv self efficaci ,2,earli frenotomi did not result in an object improv in breastfeed but wa associ with improv self efficaci 
176,30,childhood adhd predict specif adult psychiatr disord  name antisoci and drug abus disord ,1,childhood adhd MOBD predict specif adult psychiatr disord DSYN  name antisoci MOBD and drug abus MOBD disord DSYN 
177,67,the cdp wa a random  placebo control clinic trial of lipid modifi agent in men with previous myocardi infarct  mi  ,1,the cdp wa a random  placebo control clinic trial of lipid modifi agent in men with previous myocardi infarct PATF  mi  
178,200,those with histolog find of sever gastric atrophi  corpus predomin gastriti  or intestin metaplasia are at increas risk ,0,those with histolog find of sever gastric atrophi PATF  corpus predomin gastriti DSYN  or intestin metaplasia COMD are at increas risk 
179,736,chines massag therapi decreas pain and may improv extensor muscl strength in patient with knee oa  but doe not appear to improv rom ,2,chines massag therapi decreas pain and may improv extensor muscl strength in patient with knee oa DSYN  but doe not appear to improv rom 
180,1395,more femal report poor sleep qualiti  and sleep qualiti wa invers relat to mental hrqol by digit month ,1,more femal report poor sleep qualiti  and sleep qualiti wa invers relat to mental hrqol by digit month 
181,352,although more head to head clinic trial are need for a direct comparison of ae frequenc  these preliminari data from separ report suggest the possibl that ae may be le like with doxycyclin than minocyclin ,1,although more head to head clinic trial are need for a direct comparison of ae frequenc  these preliminari data from separ report suggest the possibl that ae may be le like with doxycyclin than minocyclin 
182,126,addit studi are need to test insulin sensit in the treatment of the reproduct and cardiometabol aspect of pcos ,1,addit studi are need to test insulin sensit in the treatment of the reproduct and cardiometabol aspect of pcos DSYN 
183,1261,among at risk patient present to the ed  the use of aspirin compar with placebo did not reduc the risk of ard at digit day ,0,among at risk patient present to the ed  the use of aspirin compar with placebo did not reduc the risk of ard DSYN at digit day 
184,387,survivor of cancer who chronic consum opioid experienc symptomat hypogonad with signific higher level of depress  fatigu  and sexual dysfunct ,0,survivor of cancer NEOP who chronic consum opioid experienc symptomat hypogonad DSYN with signific higher level of depress MOBD  fatigu  and sexual dysfunct 
185,24,nitrofurantoin is activ transport into human milk  achiev concentr in milk great exceed those in serum ,2,nitrofurantoin is activ transport into human milk  achiev concentr in milk great exceed those in serum 
186,154,this review found support for the use of system acyclovir and valacyclovir for the prevent of rhl ,2,this review found support for the use of system acyclovir and valacyclovir for the prevent of rhl 
187,167,when incorpor into a habitu diet  consumpt of test food with a decreas gl doe not amelior metabol risk marker in overweight subject ,0,when incorpor into a habitu MOBD diet  consumpt of test food with a decreas gl doe not amelior metabol risk marker in overweight subject 
188,289,it is not known whether the favor result of pennsaid can be extrapol to other topic nsaid prepar ,1,it is not known whether the favor result of pennsaid can be extrapol to other topic nsaid prepar 
189,1410,signific le rbl wa observ after digit year of load around il implant than around dl implant ,2,signific le rbl wa observ after digit year of load around il implant than around dl implant 
190,37,the relief of symptom associ with recurr aphthous stomat may or may not correspond to clinic improv  and these two topic medic may affect sign and symptom of the lesion differ ,1,the relief of symptom associ with recurr PATF aphthous stomat DSYN may or may not correspond to clinic improv  and these two topic medic may affect sign and symptom of the lesion differ 
191,323,the short term effect  if ani  of most matern medic on breast fed infant are mild and pose littl risk to the infant ,2,the short term effect  if ani  of most matern medic on breast fed DSYN infant are mild and pose littl CGAB risk to the infant 
192,681,a technic more robust system  combin with addit attract game  like result in higher patient motiv and better complianc ,2,a technic more robust system  combin with addit attract game  like result in higher patient motiv and better complianc 
193,1270,earli weight loss is consist identifi a a strong predictor of long term weight loss ,1,earli weight loss is consist identifi a a strong predictor of long term weight loss 
194,118,this could be due to a lack of awar of asthma symptom among heavi smoker or a reluct to visit the gp ,1,this could be due to a lack of awar of asthma DSYN symptom among heavi smoker or a reluct to visit the gp 
195,54,in this systemat review we present inform relat to the effect and safeti of the follow intervent  analges  local   carbenoxolon mouthwash  chlorhexidin  and similar agent   corticosteroid  topic   and tetracyclin antibiot mouthwash ,1,in this systemat review we present inform relat to the effect and safeti of the follow intervent  analges  local   carbenoxolon mouthwash  chlorhexidin  and similar agent   corticosteroid  topic   and tetracyclin antibiot mouthwash 
196,664,the signific improv of clinic condit wa shown by the end of the treatment cours use both clinic assess and hamd digit  cgi s  cgi i and mmse score in both group ,2,the signific improv of clinic condit DSYN wa shown by the end of the treatment cours use both clinic assess and hamd digit  cgi s  cgi i and mmse score in both group 
197,778,this is the first prospect studi design to ass paravertebr block in the set of prosthet breast reconstruct ,1,this is the first prospect studi design to ass paravertebr block PATF in the set of prosthet breast reconstruct 
198,199,long term mortal follow up show that patient with dyslipidemia benefit from begin treatment with gemfibrozil earli  especi if their dyslipidemia entail factor relat to the metabol syndrom ,2,long term mortal follow up show that patient with dyslipidemia DSYN benefit from begin treatment with gemfibrozil earli  especi if their dyslipidemia DSYN entail factor relat to the metabol syndrom DSYN 
199,141,the percentag of oxal that wa water solubl differ mark between cinnamon  digit   and turmer  digit    which appear to be the primari caus of the greater urinari oxal excret oxal absorpt from turmer ,1,the percentag of oxal that wa water solubl differ mark between cinnamon  digit   and turmer  digit    which appear to be the primari caus of the greater urinari oxal excret oxal absorpt from turmer 
200,175,oral dexamethason in a dose of digit digit mg kg is effect in reduc return to medic care with ongo croup in child with mild croup ,2,oral dexamethason in a dose of digit digit mg kg is effect in reduc return to medic care with ongo croup DSYN in child with mild croup DSYN 
201,124,u guid arthrocentesi and inject of the knee are superior to anatom landmark palpat guid arthrocentesi  result in signific le procedur pain  improv arthrocentesi success  greater synovi fluid yield  more complet joint decompress  and improv clinic outcom ,2,u guid arthrocentesi and inject of the knee are superior to anatom landmark palpat guid arthrocentesi  result in signific le procedur pain  improv arthrocentesi success  greater synovi fluid yield  more complet joint decompress  and improv clinic outcom 
202,1311,consumpt of milk contain adigit  casein wa associ with increas gastrointestin inflamm  worsen of pddigit symptom  delay transit  and decreas cognit process speed and accuraci ,0,consumpt of milk contain adigit  casein wa associ with increas gastrointestin inflamm PATF  worsen of pddigit symptom  delay transit  and decreas cognit process speed and accuraci 
203,188,locomotor activ in anim clear exhibit a circadian pattern and can be strong influenc by exogen melatonin ,1,locomotor activ in anim clear exhibit a circadian pattern and can be strong influenc by exogen melatonin 
204,122,an ulcer area larger than digit cmdigit  a posit probe to bone test result  an erythrocyt sediment rate of more than digit mm h  and an abnorm plain radiograph result are help in diagnos the presenc of lower extrem osteomyel in patient with diabet ,1,an ulcer PATF area larger than digit cmdigit  a posit probe to bone test result  an erythrocyt sediment rate of more than digit mm h  and an abnorm plain radiograph result are help in diagnos the presenc of lower extrem osteomyel DSYN in patient with diabet DSYN 
205,1298,alif with posterior instrument in low grade isthmic spondylolisthesi provid satisfactori outcom in patient requir surgic treatment ,2,alif with posterior instrument in low grade isthmic spondylolisthesi CGAB provid satisfactori outcom in patient requir surgic treatment 
206,542,combin aerob and stretch exercis brought about signific therapeut effect on select cardiopulmonari paramet in femal bc survivor ,2,combin aerob and stretch exercis brought about signific therapeut effect on select cardiopulmonari paramet in femal bc survivor 
207,294,base on the signific rate of side effect with opioid and the lack of convinc superior over nsaid  opioid are not recommend a a treatment for chronic lbp ,0,base on the signific rate of side effect with opioid and the lack of convinc superior over nsaid  opioid are not recommend a a treatment for chronic lbp 
208,254,higher matern caffein intak dure pregnanc wa associ with a higher risk of deliv low birth weight infant ,0,higher matern caffein intak dure pregnanc wa associ with a higher risk of deliv low birth weight infant 
209,1274,use digit  plai cream over a digit day period substanti reduc muscl sore symptom compar to digit  plai cream or a placebo cream ,2,use digit  plai cream over a digit day period substanti reduc muscl sore symptom compar to digit  plai cream or a placebo cream 
210,1400,adjuv gliatilin in the complex therapi of progress glaucoma is appropri and effici  especi in case of system atherosclerosi and cerebrovascular insuffici ,2,adjuv gliatilin in the complex therapi of progress PATF glaucoma DSYN is appropri and effici  especi in case of system atherosclerosi DSYN and cerebrovascular insuffici 
211,641,the present studi show that combin of degarelix and antiandrogen could lead to favor psa reduct and immedi castrat level at an earlier phase ,2,the present studi show that combin of degarelix and antiandrogen could lead to favor psa reduct and immedi castrat level at an earlier phase 
212,788,thus  tool for clinic assess can be develop from empir studi in various clinic set ,1,thus  tool for clinic assess can be develop from empir studi in various clinic set 
213,1258,despit it shorter half life  letrozol seem to be a least a like  if not more  to advers affect cervic mucus ,0,despit it shorter half life  letrozol seem to be a least a like  if not more  to advers affect cervic mucus 
214,74,the uncertain qualiti of identifi trial highlight the need for improv report of studi method  particular with regard to alloc conceal and the handl of incomplet outcom data ,0,the uncertain qualiti of identifi trial highlight the need for improv report of studi method  particular with regard to alloc conceal and the handl of incomplet outcom data 
215,631,this clinic trial indic that treatment with a novel custom made oam can reduc the sever of sleep disord breath by signific decreas the ahi and va score ,2,this clinic trial indic that treatment with a novel custom made oam can reduc the sever of sleep disord DSYN breath by signific decreas the ahi and va score 
216,1265,both ea and meloxicam are effect in the treatment of koa at the earli and middl stage ,2,both ea and meloxicam are effect in the treatment of koa at the earli and middl stage 
217,379,there is a larg degre of heterogen in the result  and the sourc of this need to be investig ,1,there is a larg degre of heterogen in the result  and the sourc of this need to be investig 
218,1198,while the current intervent improv cognit function  the caus effect relationship  if ani  with the concomit neuromuscular adapt remain to be explor ,2,while the current intervent improv cognit function  the caus effect relationship  if ani  with the concomit neuromuscular adapt remain to be explor 
219,1335,the greatest analges efficaci of both form wa observ dure the first two hour after surgeri ,1,the greatest analges efficaci of both form wa observ dure the first two hour after surgeri 
220,112,dd had invers associ with metabol syndrom and some of it featur in this cross section studi ,1,dd had invers associ with metabol syndrom DSYN and some of it featur in this cross section studi 
221,279,the result suggest that opioid therapi ha a posit effect on pain and mood but littl effect on activ and sleep ,2,the result suggest that opioid therapi ha a posit effect on pain and mood but littl CGAB effect on activ and sleep 
222,601,serum sdigitp protein and nse could be chang by pre oper inject ligustrazin at certain dose in elder patient undergo orthoped oper ,1,serum sdigitp protein and nse could be chang by pre oper inject ligustrazin at certain dose in elder patient undergo orthoped oper 
223,321,the risk of matern bdigit infect in pregnanc could not be predict by a gravida occup  but it wa signific higher when the sourc of exposur wa her own child ,0,the risk of matern bdigit infect DSYN in pregnanc could not be predict by a gravida occup  but it wa signific higher when the sourc of exposur INPO wa her own child 
224,132,asthmat hered  predisposit to earli life atopi  plus earli passiv smoke exposur and recurr chest infect are import influenc for the occurr of wheez and asthma at digit year of age ,0,asthmat DSYN hered  predisposit to earli life atopi PATF  plus earli passiv smoke exposur INPO and recurr PATF chest infect DSYN are import influenc for the occurr of wheez and asthma DSYN at digit year of age 
225,84,use of cinnamon show a benefici effect on glycaem control  both hbadigitc and fpg  and the short term  <digit month  effect of the use of cinnamon on glycaem control look promis ,2,use of cinnamon show a benefici effect on glycaem control  both hbadigitc and fpg  and the short term  <digit month  effect of the use of cinnamon on glycaem control look promis 
226,772,concurr use qqd with chemoradiotherapi for treat esophag carcinoma patient could lower the incid of radiat pneumon  attenu the degre of radiat induc lung injuri  improv clinic benefit rate  and elev their qol ,2,concurr use qqd with chemoradiotherapi for treat esophag carcinoma NEOP patient could lower the incid of radiat pneumon DSYN  attenu the degre of radiat induc lung injuri INPO  improv clinic benefit rate  and elev their qol 
227,668,addit model could explor the potenti econom impact of the intervent on morbid and mortal ,1,addit model could explor the potenti econom impact of the intervent on morbid and mortal 
228,131,the diagnost perform of sensit cardiac troponin assay is excel  and these assay can substanti improv the earli diagnosi of acut myocardi infarct  particular in patient with a recent onset of chest pain ,2,the diagnost perform of sensit cardiac troponin assay is excel  and these assay can substanti improv the earli diagnosi of acut myocardi infarct PATF  particular in patient with a recent onset of chest pain 
229,565,ultrasound guid lower limb peripher nerv block are an effici techniqu of region anesthesia in child ,2,ultrasound guid lower limb peripher nerv block PATF are an effici techniqu of region anesthesia in child 
230,57,we meta analyz more and newer research result  and separ woman accord to menopaus status to explor soy isoflavon breast cancer associ ,1,we meta analyz more and newer research result  and separ woman accord to menopaus status to explor soy isoflavon breast cancer NEOP associ 
231,345,in a pool analysi of data from digit statin trial  intens dose statin therapi wa associ with an increas risk of new onset diabet compar with moder dose statin therapi ,0,in a pool analysi of data from digit statin trial  intens dose statin therapi wa associ with an increas risk of new onset diabet DSYN compar with moder dose statin therapi 
232,86,the combin therapi of tfgs with sulfonylurea hypoglycem drug could lower the blood glucos level and amelior clinic symptom in the treatment of tdigitdm  and the therapi wa relat safe ,2,the combin therapi of tfgs with sulfonylurea hypoglycem drug could lower the blood glucos level and amelior clinic symptom in the treatment of tdigitdm  and the therapi wa relat safe 
233,377,the review show that overal there is a posit effect of speech and languag therapi intervent for child with express phonolog and express vocabulari difficulti ,2,the review show that overal there is a posit effect of speech and languag therapi intervent for child with express phonolog and express vocabulari difficulti 
234,796,in clinic work  we should reason combin the two method so a to improv the cure rate of rppv ,1,in clinic work  we should reason combin the two method so a to improv the cure rate of rppv 
235,176,dilut alcohol inject is a safe and effect treatment option for patient with morton neuroma who want to avoid a surgic procedur and ani associ complic ,2,dilut alcohol inject is a safe and effect treatment option for patient with morton neuroma NEOP who want to avoid a surgic procedur and ani associ complic PATF 
236,1300,the prolong pharmacodynam effect of proliposom ropivacain  togeth with it delay elimin and prolong redistribut to plasma  is compat to depot relat slow releas and similar to the perform of other liposom local anesthet ,1,the prolong pharmacodynam effect of proliposom ropivacain  togeth with it delay elimin and prolong redistribut to plasma  is compat to depot relat slow releas and similar to the perform of other liposom local anesthet 
237,88,treat patient with colchicin dure initi of allopurinol therapi for digit month is support by our data ,1,treat patient with colchicin dure initi of allopurinol therapi for digit month is support by our data 
238,307,behavior risk factor  specif smoke and oral contracept use  mark increas the risk of pmva  a did recent onset of pmva ,0,behavior risk factor  specif smoke and oral contracept use  mark increas the risk of pmva  a did recent onset of pmva 
239,2,for a given anesthesia condit  the mogen clamp is associ with a le pain procedur than the gomco ,2,for a given anesthesia condit DSYN  the mogen clamp is associ with a le pain procedur than the gomco 
240,657,howev  monitor should be strengthen in order to prevent and control the advers effect such a sever hypotens and sever bradycardia ,1,howev  monitor should be strengthen in order to prevent and control the advers effect such a sever hypotens PATF and sever bradycardia PATF 
241,100,behavior therapi result in greater patient satisfact and fewer bothersom incontin symptom than pessari at digit month  but differ did not persist to digit month ,1,behavior therapi result in greater patient satisfact and fewer bothersom incontin DSYN symptom than pessari at digit month  but differ did not persist to digit month 
242,694,andrew manoeuvr  four hand cc  dure the simul da cpr signific improv the perform of elder femal rescuer and help them to achiev the recommend cc depth ,2,andrew manoeuvr  four hand cc  dure the simul da cpr signific improv the perform of elder femal rescuer and help them to achiev the recommend cc depth 
243,73,this studi demonstr that  when use in conjunct with dpnb  a pacifi dip in digit  sucros and a more comfort  pad  and physiolog restraint can be use in decreas distress and pain ,2,this studi demonstr that  when use in conjunct with dpnb  a pacifi dip in digit  sucros and a more comfort  pad NEOP  and physiolog restraint can be use in decreas distress and pain 
244,32,in contrast  in adulthood  antisoci and drug disord appear  in part  independ of sustain adhd ,1,in contrast  in adulthood  antisoci MOBD and drug disord DSYN appear  in part  independ of sustain adhd MOBD 
245,341,follow up endoscopi is strong indic for an nud patient with multipl risk factor for ulcer format when symptom recur ,1,follow up endoscopi is strong indic for an nud patient with multipl risk factor for ulcer PATF format when symptom recur 
246,46,the ssri sertralin and citalopram were associ with a reduct in symptom of agit when compar to placebo in two studi ,2,the ssri sertralin and citalopram were associ with a reduct in symptom of agit when compar to placebo in two studi 
247,1256,this outcom may result from a link between innat immun and ige mediat  adapt immun respons in asthma  and point to tlrdigit a a potenti therapeut target ,1,this outcom may result from a link between innat immun and ige mediat  adapt immun respons in asthma DSYN  and point to tlrdigit a a potenti therapeut target 
248,61,in a substanti minor of infant  howev  wheez episod are probabl relat to a predisposit to asthma ,1,in a substanti minor of infant  howev  wheez episod are probabl relat to a predisposit to asthma DSYN 
249,329,the gps counsel for physic activ use the pace protocol influenc mediat and biometr outcom in an italian primari care context ,1,the gps counsel for physic activ use the pace protocol influenc mediat and biometr outcom in an italian primari care context 
250,1337,ea improv rectus femori tension and recov the intern mechan balanc and the efficaci is better than that of meloxicam ,2,ea improv rectus femori tension MOBD and recov the intern mechan balanc and the efficaci is better than that of meloxicam 
251,366,use a random  doubl blind  placebo control design  digit type digit diabet patient  previous maintain on digit mg day glibenclamid and diet control  with poor glycem control  were random into three group  the first two group were treat with either digit mg day silymarin or placebo a adjunct to glibenclamid  and the third group wa maintain on glibenclamid alon for digit day ,1,use a random  doubl blind  placebo control design  digit type digit diabet DSYN patient  previous maintain on digit mg day glibenclamid and diet control  with poor glycem control  were random into three group  the first two group were treat with either digit mg day silymarin or placebo a adjunct to glibenclamid  and the third group wa maintain on glibenclamid alon for digit day 
252,338,the risk of infect is high for suscept pregnant woman dure epidem and associ with the level of contact with child ,0,the risk of infect DSYN is high for suscept pregnant woman dure epidem and associ with the level of contact with child 
