id,neg_bin,effected_words,neg_word,sen_negation,lab,sen,sen_tag,sen_tag_negation
288,0,[],,methacholin respons and peak flow variabl assess at age digit  togeth with marker of atopi  ige and skin test reactiv to allergen  identifi three differ wheez phenotyp in childhood   transient earli wheez  limit to the first three year of life and unrel to increas airway labil   non atop wheez  of the toddler and earli school year associ with posit peak flow variabl but not with methacholin hyperrespons  and  ige associ wheez asthma  associ with persist wheez at ani age and with methacholin hyperrespons  peak flow variabl  and marker of atopi ,1,methacholin respons and peak flow variabl assess at age digit  togeth with marker of atopi  ige and skin test reactiv to allergen  identifi three differ wheez phenotyp in childhood   transient earli wheez  limit to the first three year of life and unrel to increas airway labil   non atop wheez  of the toddler and earli school year associ with posit peak flow variabl but not with methacholin hyperrespons  and  ige associ wheez asthma  associ with persist wheez at ani age and with methacholin hyperrespons  peak flow variabl  and marker of atopi ,methacholin respons and peak flow variabl assess at age digit  togeth with marker of atopi  ige and skin test reactiv to allergen  identifi three differ wheez phenotyp in childhood   transient earli wheez  limit to the first three year of life and unrel to increas airway labil   non atop wheez  of the toddler and earli school year associ with posit peak flow variabl but not with methacholin hyperrespons  and  ige associ wheez asthma  associ with persist wheez at ani age and with methacholin hyperrespons  peak flow variabl  and marker of atopi ,methacholin respons and peak flow variabl assess at age digit  togeth with marker of atopi  ige and skin test reactiv to allergen  identifi three differ wheez phenotyp in childhood   transient earli wheez  limit to the first three year of life and unrel to increas airway labil   non atop wheez  of the toddler and earli school year associ with posit peak flow variabl but not with methacholin hyperrespons  and  ige associ wheez asthma  associ with persist wheez at ani age and with methacholin hyperrespons  peak flow variabl  and marker of atopi 
273,0,[],,there wa limit evid from randomis control trial regard the use of oestrogen for the prevent and manag of pelvic organ prolaps ,1,there wa limit evid from randomis control trial regard the use of oestrogen for the prevent and manag of pelvic organ prolaps ,there wa limit evid from randomis control trial regard the use of oestrogen for the prevent and manag of pelvic organ prolaps ,there wa limit evid from randomis control trial regard the use of oestrogen for the prevent and manag of pelvic organ prolaps 
137,0,[],,moreov  this analysi suggest that a reduct in scd risk with ace inhibitor is an import compon of this surviv benefit ,2,moreov  this analysi suggest that a reduct in scd risk with ace inhibitor is an import compon of this surviv benefit ,moreov  this analysi suggest that a reduct in scd risk with ace inhibitor is an import compon of this surviv benefit ,moreov  this analysi suggest that a reduct in scd risk with ace inhibitor is an import compon of this surviv benefit 
589,0,[],,zheng gold hook fish acupunctur could effect improv the symptom and sing of ldh  reduc the disabl index and improv the qualiti of life  which is superior to ea ,2,zheng gold hook fish acupunctur could effect improv the symptom and sing of ldh  reduc the disabl index and improv the qualiti of life  which is superior to ea ,zheng gold hook fish acupunctur could effect improv the symptom and sing of ldh  reduc the disabl index and improv the qualiti of life  which is superior to ea ,zheng gold hook fish acupunctur could effect improv the symptom and sing of ldh  reduc the disabl index and improv the qualiti of life  which is superior to ea 
208,0,[],,we specul that ankyloglossia play a signific role in earli breast feed difficulti  and that frenotomi is an effect therapi for these difficulti ,2,we specul that ankyloglossia play a signific role in earli breast feed difficulti  and that frenotomi is an effect therapi for these difficulti ,we specul that ankyloglossia play a signific role in earli breast feed difficulti  and that frenotomi is an effect therapi for these difficulti ,we specul that ankyloglossia play a signific role in earli breast feed difficulti  and that frenotomi is an effect therapi for these difficulti 
64,0,[],,onc daili dose of aza digit  gel wa well accept by patient and can offer consider dose flexibl and conveni for the patient a well a for the dermatologist ,2,onc daili dose of aza digit  gel wa well accept by patient and can offer consider dose flexibl and conveni for the patient a well a for the dermatologist ,onc daili dose of aza digit  gel wa well accept by patient and can offer consider dose flexibl and conveni for the patient a well a for the dermatologist ,onc daili dose of aza digit  gel wa well accept by patient and can offer consider dose flexibl and conveni for the patient a well a for the dermatologist 
507,0,[],,futur research should examin the separ impact of goal and plan  a well a examin mediat of behavior mainten in physic activ intervent target cancer survivor ,1,futur research should examin the separ impact of goal and plan  a well a examin mediat of behavior mainten in physic activ intervent target cancer survivor ,futur research should examin the separ impact of goal and plan  a well a examin mediat of behavior mainten in physic activ intervent target cancer survivor ,futur research should examin the separ impact of goal and plan  a well a examin mediat of behavior mainten in physic activ intervent target cancer survivor 
166,0,[],,at all dos studi  febuxostat more effect lower and maintain serum urat level <digit digit mg dl than did allopurinol  digit or digit mg  or placebo in subject with hyperuricemia and gout  includ those with mild to moder impair renal function ,2,at all dos studi  febuxostat more effect lower and maintain serum urat level <digit digit mg dl than did allopurinol  digit or digit mg  or placebo in subject with hyperuricemia and gout  includ those with mild to moder impair renal function ,at all dos studi  febuxostat more effect lower and maintain serum urat level <digit digit mg dl than did allopurinol  digit or digit mg  or placebo in subject with hyperuricemia and gout  includ those with mild to moder impair renal function ,at all dos studi  febuxostat more effect lower and maintain serum urat level <digit digit mg dl than did allopurinol  digit or digit mg  or placebo in subject with hyperuricemia and gout  includ those with mild to moder impair renal function 
1365,0,[],,lmv  adv  ldt  lmv adv and etv were all effect on treatment of decompens hepat b virus relat cirrhosi wherea etv and lmv adv were recommend ,2,lmv  adv  ldt  lmv adv and etv were all effect on treatment of decompens hepat b virus relat cirrhosi wherea etv and lmv adv were recommend ,lmv  adv  ldt  lmv adv and etv were all effect on treatment of decompens hepat b virus relat cirrhosi wherea etv and lmv adv were recommend ,lmv  adv  ldt  lmv adv and etv were all effect on treatment of decompens hepat b virus relat cirrhosi wherea etv and lmv adv were recommend 
1298,0,[],,alif with posterior instrument in low grade isthmic spondylolisthesi provid satisfactori outcom in patient requir surgic treatment ,2,alif with posterior instrument in low grade isthmic spondylolisthesi provid satisfactori outcom in patient requir surgic treatment ,alif with posterior instrument in low grade isthmic spondylolisthesi provid satisfactori outcom in patient requir surgic treatment ,alif with posterior instrument in low grade isthmic spondylolisthesi provid satisfactori outcom in patient requir surgic treatment 
354,0,[],,pharmacotherapi appear safe in the short term  long term safeti ha not been a strong establish ,2,pharmacotherapi appear safe in the short term  long term safeti ha not been a strong establish ,pharmacotherapi appear safe in the short term  long term safeti ha not been a strong establish ,pharmacotherapi appear safe in the short term  long term safeti ha not been a strong establish 
253,0,[],,in patient with doppler evid of diastol dysfunct at rest and a hypertens respons to exercis  ang ii receptor blockad blunt the hypertens respons to exercis  increas exercis toler and improv qualiti of life ,2,in patient with doppler evid of diastol dysfunct at rest and a hypertens respons to exercis  ang ii receptor blockad blunt the hypertens respons to exercis  increas exercis toler and improv qualiti of life ,in patient with doppler evid of diastol dysfunct at rest and a hypertens respons to exercis  ang ii receptor blockad blunt the hypertens respons to exercis  increas exercis toler and improv qualiti of life ,in patient with doppler evid of diastol dysfunct at rest and a hypertens respons to exercis  ang ii receptor blockad blunt the hypertens respons to exercis  increas exercis toler and improv qualiti of life 
350,0,[],,curcumin ha been demonstr to be safe in six human trial and ha demonstr anti inflammatori activ ,2,curcumin ha been demonstr to be safe in six human trial and ha demonstr anti inflammatori activ ,curcumin ha been demonstr to be safe in six human trial and ha demonstr anti inflammatori activ ,curcumin ha been demonstr to be safe in six human trial and ha demonstr anti inflammatori activ 
105,0,[],,it ha clear been shown that omega digit fatti acid supplement provid a protect benefit in heart diseas  and in particular sudden cardiac death ,2,it ha clear been shown that omega digit fatti acid supplement provid a protect benefit in heart diseas  and in particular sudden cardiac death ,it ha clear been shown that omega digit fatti acid supplement provid a protect benefit in heart diseas  and in particular sudden cardiac death ,it ha clear been shown that omega digit fatti acid supplement provid a protect benefit in heart diseas  and in particular sudden cardiac death 
294,0,[],,base on the signific rate of side effect with opioid and the lack of convinc superior over nsaid  opioid are not recommend a a treatment for chronic lbp ,0,base on the signific rate of side effect with opioid and the lack of convinc superior over nsaid  opioid are not recommend a a treatment for chronic lbp ,base on the signific rate of side effect with opioid and the lack of convinc superior over nsaid  opioid are not recommend a a treatment for chronic lbp ,base on the signific rate of side effect with opioid and the lack of convinc superior over nsaid  opioid are not recommend a a treatment for chronic lbp 
29,0,[],,these find should be treat with great caution a the evid wa low or veri low qualiti and the studi compar acupunctur versus no treatment or ht were not control with sham acupunctur or placebo ht ,1,these find should be treat with great caution a the evid wa low or veri low qualiti and the studi compar acupunctur versus no treatment or ht were not control with sham acupunctur or placebo ht ,these find should be treat with great caution a the evid wa low or veri low qualiti and the studi compar acupunctur versus no treatment or ht were not control with sham acupunctur or placebo ht ,these find should be treat with great caution a the evid wa low or veri low qualiti and the studi compar acupunctur versus no treatment or ht were not control with sham acupunctur or placebo ht 
204,0,[],,use of the qhpv vaccin reduc the rate of anal intraepitheli neoplasia  includ of grade digit or digit  among men who have sex with men ,2,use of the qhpv vaccin reduc the rate of anal intraepitheli neoplasia  includ of grade digit or digit  among men who have sex with men ,use of the qhpv vaccin reduc the rate of anal intraepitheli neoplasia  includ of grade digit or digit  among men who have sex with men ,use of the qhpv vaccin reduc the rate of anal intraepitheli neoplasia  includ of grade digit or digit  among men who have sex with men 
355,0,[],,in select patient  surgeri promot larg amount of weight loss with rare but sometim sever complic ,0,in select patient  surgeri promot larg amount of weight loss with rare but sometim sever complic ,in select patient  surgeri promot larg amount of weight loss with rare but sometim sever complic ,in select patient  surgeri promot larg amount of weight loss with rare but sometim sever complic 
108,0,[],,specif  accord to preliminari clinic evid  parenter administr of fatti acid warrant further studi ,1,specif  accord to preliminari clinic evid  parenter administr of fatti acid warrant further studi ,specif  accord to preliminari clinic evid  parenter administr of fatti acid warrant further studi ,specif  accord to preliminari clinic evid  parenter administr of fatti acid warrant further studi 
620,0,[],,our find suggest in vivo train should be includ to facilit profici with devic specif intub techniqu ,1,our find suggest in vivo train should be includ to facilit profici with devic specif intub techniqu ,our find suggest in vivo train should be includ to facilit profici with devic specif intub techniqu ,our find suggest in vivo train should be includ to facilit profici with devic specif intub techniqu 
1412,0,[],,we conclud that oxytocin doe modul basic factor of facial emot process in chronic depress ,1,we conclud that oxytocin doe modul basic factor of facial emot process in chronic depress ,we conclud that oxytocin doe modul basic factor of facial emot process in chronic depress ,we conclud that oxytocin doe modul basic factor of facial emot process in chronic depress 
118,0,[],,this could be due to a lack of awar of asthma symptom among heavi smoker or a reluct to visit the gp ,1,this could be due to a lack of awar of asthma symptom among heavi smoker or a reluct to visit the gp ,this could be due to a lack of awar of asthma symptom among heavi smoker or a reluct to visit the gp ,this could be due to a lack of awar of asthma symptom among heavi smoker or a reluct to visit the gp 
281,0,[],,oc user carri an ascertain brcadigit digit mutat have a reduc risk of ovarian cancer  proport to the durat of use ,2,oc user carri an ascertain brcadigit digit mutat have a reduc risk of ovarian cancer  proport to the durat of use ,oc user carri an ascertain brcadigit digit mutat have a reduc risk of ovarian cancer  proport to the durat of use ,oc user carri an ascertain brcadigit digit mutat have a reduc risk of ovarian cancer  proport to the durat of use 
1304,0,[],,dose depend increas in appendicular lean bodi mass and decreas in fat mass were observ  although this studi did not achiev the threshold of it primari object ,1,dose depend increas in appendicular lean bodi mass and decreas in fat mass were observ  although this studi did not achiev the threshold of it primari object ,dose depend increas in appendicular lean bodi mass and decreas in fat mass were observ  although this studi did not achiev the threshold of it primari object ,dose depend increas in appendicular lean bodi mass and decreas in fat mass were observ  although this studi did not achiev the threshold of it primari object 
1389,0,[],,ndigit stage repres an independ prognost factor and n ratio >digit  wa a predict factor for o and dfs ,1,ndigit stage repres an independ prognost factor and n ratio >digit  wa a predict factor for o and dfs ,ndigit stage repres an independ prognost factor and n ratio >digit  wa a predict factor for o and dfs ,ndigit stage repres an independ prognost factor and n ratio >digit  wa a predict factor for o and dfs 
675,0,[],,this studi show no effect ,0,this studi show no effect ,this studi show no effect ,this studi show no effect 
1,0,[],,our result indic that the inject of corticosteroid to patient with shoulder pain due to soft tissu disord under the usg guidanc may improv therapeut effect and reduc advers effect ,2,our result indic that the inject of corticosteroid to patient with shoulder pain due to soft tissu disord under the usg guidanc may improv therapeut effect and reduc advers effect ,our result indic that the inject of corticosteroid to patient with shoulder pain due to soft tissu disord under the usg guidanc may improv therapeut effect and reduc advers effect ,our result indic that the inject of corticosteroid to patient with shoulder pain due to soft tissu disord under the usg guidanc may improv therapeut effect and reduc advers effect 
1371,0,[],,the therapi present the long term clinic effect and deserv to be promot in clinic practic ,1,the therapi present the long term clinic effect and deserv to be promot in clinic practic ,the therapi present the long term clinic effect and deserv to be promot in clinic practic ,the therapi present the long term clinic effect and deserv to be promot in clinic practic 
83,0,[],,the result of this studi demonstr that intak of digit  digit  or digit g of cinnamon per day reduc serum glucos  triglycerid  ldl cholesterol  and total cholesterol in peopl with type digit diabet and suggest that the inclus of cinnamon in the diet of peopl with type digit diabet will reduc risk factor associ with diabet and cardiovascular diseas ,2,the result of this studi demonstr that intak of digit  digit  or digit g of cinnamon per day reduc serum glucos  triglycerid  ldl cholesterol  and total cholesterol in peopl with type digit diabet and suggest that the inclus of cinnamon in the diet of peopl with type digit diabet will reduc risk factor associ with diabet and cardiovascular diseas ,the result of this studi demonstr that intak of digit  digit  or digit g of cinnamon per day reduc serum glucos  triglycerid  ldl cholesterol  and total cholesterol in peopl with type digit diabet and suggest that the inclus of cinnamon in the diet of peopl with type digit diabet will reduc risk factor associ with diabet and cardiovascular diseas ,the result of this studi demonstr that intak of digit  digit  or digit g of cinnamon per day reduc serum glucos  triglycerid  ldl cholesterol  and total cholesterol in peopl with type digit diabet and suggest that the inclus of cinnamon in the diet of peopl with type digit diabet will reduc risk factor associ with diabet and cardiovascular diseas 
104,0,[],,there are a myriad of disord and maladi that seem to benefit from fatti acid supplement  specif omega digit fatti acid ,1,there are a myriad of disord and maladi that seem to benefit from fatti acid supplement  specif omega digit fatti acid ,there are a myriad of disord and maladi that seem to benefit from fatti acid supplement  specif omega digit fatti acid ,there are a myriad of disord and maladi that seem to benefit from fatti acid supplement  specif omega digit fatti acid 
10,0,[],,this studi wa a negat studi  though there wa a suggest of benefit of methylprednisolon acet in a popul of young adult with acut radicular low back pain ,2,this studi wa a negat studi  though there wa a suggest of benefit of methylprednisolon acet in a popul of young adult with acut radicular low back pain ,this studi wa a negat studi  though there wa a suggest of benefit of methylprednisolon acet in a popul of young adult with acut radicular low back pain ,this studi wa a negat studi  though there wa a suggest of benefit of methylprednisolon acet in a popul of young adult with acut radicular low back pain 
84,0,[],,use of cinnamon show a benefici effect on glycaem control  both hbadigitc and fpg  and the short term  <digit month  effect of the use of cinnamon on glycaem control look promis ,2,use of cinnamon show a benefici effect on glycaem control  both hbadigitc and fpg  and the short term  <digit month  effect of the use of cinnamon on glycaem control look promis ,use of cinnamon show a benefici effect on glycaem control  both hbadigitc and fpg  and the short term  <digit month  effect of the use of cinnamon on glycaem control look promis ,use of cinnamon show a benefici effect on glycaem control  both hbadigitc and fpg  and the short term  <digit month  effect of the use of cinnamon on glycaem control look promis 
365,0,[],,this studi wa design to evalu the effect of the antioxid flavonoid silymarin in improv long term and postprandi glycem and weight control in type digit diabet patient treat with glibenclamid ,1,this studi wa design to evalu the effect of the antioxid flavonoid silymarin in improv long term and postprandi glycem and weight control in type digit diabet patient treat with glibenclamid ,this studi wa design to evalu the effect of the antioxid flavonoid silymarin in improv long term and postprandi glycem and weight control in type digit diabet patient treat with glibenclamid ,this studi wa design to evalu the effect of the antioxid flavonoid silymarin in improv long term and postprandi glycem and weight control in type digit diabet patient treat with glibenclamid 
66,0,[],,it can thus be conclud that in the manag of rosacea  basic skin care regimen  includ daili use of a therapeut moistur  offer optim benefit ,2,it can thus be conclud that in the manag of rosacea  basic skin care regimen  includ daili use of a therapeut moistur  offer optim benefit ,it can thus be conclud that in the manag of rosacea  basic skin care regimen  includ daili use of a therapeut moistur  offer optim benefit ,it can thus be conclud that in the manag of rosacea  basic skin care regimen  includ daili use of a therapeut moistur  offer optim benefit 
87,0,[],,colchicin prophylaxi dure initi of allopurinol for chronic gouti arthriti reduc the frequenc and sever of acut flare  and reduc the likelihood of recurr flare ,2,colchicin prophylaxi dure initi of allopurinol for chronic gouti arthriti reduc the frequenc and sever of acut flare  and reduc the likelihood of recurr flare ,colchicin prophylaxi dure initi of allopurinol for chronic gouti arthriti reduc the frequenc and sever of acut flare  and reduc the likelihood of recurr flare ,colchicin prophylaxi dure initi of allopurinol for chronic gouti arthriti reduc the frequenc and sever of acut flare  and reduc the likelihood of recurr flare 
153,0,[],,tell smoker their lung age signific improv the likelihood of them quit smoke  but the mechan by which this intervent achiev it effect is unclear ,1,tell smoker their lung age signific improv the likelihood of them quit smoke  but the mechan by which this intervent achiev it effect is unclear ,tell smoker their lung age signific improv the likelihood of them quit smoke  but the mechan by which this intervent achiev it effect is unclear ,tell smoker their lung age signific improv the likelihood of them quit smoke  but the mechan by which this intervent achiev it effect is unclear 
1199,0,[],,sever challeng were identifi the most import of which wa concern with achiev adher to dp in non trial set  requir oper feasibl studi in routin health system ,1,sever challeng were identifi the most import of which wa concern with achiev adher to dp in non trial set  requir oper feasibl studi in routin health system ,sever challeng were identifi the most import of which wa concern with achiev adher to dp in non trial set  requir oper feasibl studi in routin health system ,sever challeng were identifi the most import of which wa concern with achiev adher to dp in non trial set  requir oper feasibl studi in routin health system 
1272,0,[],,biliari ceacamdigit can identifi patient with extrahepat cholangiocarcinoma with a high degre of sensit and should be investig further a a potenti screen tool ,2,biliari ceacamdigit can identifi patient with extrahepat cholangiocarcinoma with a high degre of sensit and should be investig further a a potenti screen tool ,biliari ceacamdigit can identifi patient with extrahepat cholangiocarcinoma with a high degre of sensit and should be investig further a a potenti screen tool ,biliari ceacamdigit can identifi patient with extrahepat cholangiocarcinoma with a high degre of sensit and should be investig further a a potenti screen tool 
1380,0,[],,this exercis programm in cancer patient with digit digit week supervis session over three month wa well feasibl and demonstr measur improv of oxygen consumpt  bodi composit and qualiti of life ,2,this exercis programm in cancer patient with digit digit week supervis session over three month wa well feasibl and demonstr measur improv of oxygen consumpt  bodi composit and qualiti of life ,this exercis programm in cancer patient with digit digit week supervis session over three month wa well feasibl and demonstr measur improv of oxygen consumpt  bodi composit and qualiti of life ,this exercis programm in cancer patient with digit digit week supervis session over three month wa well feasibl and demonstr measur improv of oxygen consumpt  bodi composit and qualiti of life 
629,0,[],,a program to motiv student to act a chang agent of famili lifestyl wa effect in decreas weight and increas physic activ of their mother ,2,a program to motiv student to act a chang agent of famili lifestyl wa effect in decreas weight and increas physic activ of their mother ,a program to motiv student to act a chang agent of famili lifestyl wa effect in decreas weight and increas physic activ of their mother ,a program to motiv student to act a chang agent of famili lifestyl wa effect in decreas weight and increas physic activ of their mother 
386,0,[],,the digit year outcom were similar for patient assign to earli surgeri and those assign to conserv treatment with eventu surgeri if need  but the rate of pain relief and of perceiv recoveri were faster for those assign to earli surgeri ,2,the digit year outcom were similar for patient assign to earli surgeri and those assign to conserv treatment with eventu surgeri if need  but the rate of pain relief and of perceiv recoveri were faster for those assign to earli surgeri ,the digit year outcom were similar for patient assign to earli surgeri and those assign to conserv treatment with eventu surgeri if need  but the rate of pain relief and of perceiv recoveri were faster for those assign to earli surgeri ,the digit year outcom were similar for patient assign to earli surgeri and those assign to conserv treatment with eventu surgeri if need  but the rate of pain relief and of perceiv recoveri were faster for those assign to earli surgeri 
131,0,[],,the diagnost perform of sensit cardiac troponin assay is excel  and these assay can substanti improv the earli diagnosi of acut myocardi infarct  particular in patient with a recent onset of chest pain ,2,the diagnost perform of sensit cardiac troponin assay is excel  and these assay can substanti improv the earli diagnosi of acut myocardi infarct  particular in patient with a recent onset of chest pain ,the diagnost perform of sensit cardiac troponin assay is excel  and these assay can substanti improv the earli diagnosi of acut myocardi infarct  particular in patient with a recent onset of chest pain ,the diagnost perform of sensit cardiac troponin assay is excel  and these assay can substanti improv the earli diagnosi of acut myocardi infarct  particular in patient with a recent onset of chest pain 
42,0,[],,care assess of the lingual function  follow by frenuloplasti when indic  seem to be a success approach to the facilit of breastfeed in the presenc of signific ankyloglossia ,2,care assess of the lingual function  follow by frenuloplasti when indic  seem to be a success approach to the facilit of breastfeed in the presenc of signific ankyloglossia ,care assess of the lingual function  follow by frenuloplasti when indic  seem to be a success approach to the facilit of breastfeed in the presenc of signific ankyloglossia ,care assess of the lingual function  follow by frenuloplasti when indic  seem to be a success approach to the facilit of breastfeed in the presenc of signific ankyloglossia 
657,0,[],,howev  monitor should be strengthen in order to prevent and control the advers effect such a sever hypotens and sever bradycardia ,1,howev  monitor should be strengthen in order to prevent and control the advers effect such a sever hypotens and sever bradycardia ,howev  monitor should be strengthen in order to prevent and control the advers effect such a sever hypotens and sever bradycardia ,howev  monitor should be strengthen in order to prevent and control the advers effect such a sever hypotens and sever bradycardia 
723,0,[],,a a result  electro acupunctur  ea  might be use in control the ongo epidem in obes and tdigitdm ,2,a a result  electro acupunctur  ea  might be use in control the ongo epidem in obes and tdigitdm ,a a result  electro acupunctur  ea  might be use in control the ongo epidem in obes and tdigitdm ,a a result  electro acupunctur  ea  might be use in control the ongo epidem in obes and tdigitdm 
561,0,[],,although ec is wide use a a method of quit smoke  it ha negat effect on the sinonas symptom and mcc ,0,although ec is wide use a a method of quit smoke  it ha negat effect on the sinonas symptom and mcc ,although ec is wide use a a method of quit smoke  it ha negat effect on the sinonas symptom and mcc ,although ec is wide use a a method of quit smoke  it ha negat effect on the sinonas symptom and mcc 
101,0,[],,the electron beam ct coronari calcium score predict cad event independ of standard risk factor  more accur than standard risk factor and crp  and refin framingham risk stratif ,2,the electron beam ct coronari calcium score predict cad event independ of standard risk factor  more accur than standard risk factor and crp  and refin framingham risk stratif ,the electron beam ct coronari calcium score predict cad event independ of standard risk factor  more accur than standard risk factor and crp  and refin framingham risk stratif ,the electron beam ct coronari calcium score predict cad event independ of standard risk factor  more accur than standard risk factor and crp  and refin framingham risk stratif 
631,0,[],,this clinic trial indic that treatment with a novel custom made oam can reduc the sever of sleep disord breath by signific decreas the ahi and va score ,2,this clinic trial indic that treatment with a novel custom made oam can reduc the sever of sleep disord breath by signific decreas the ahi and va score ,this clinic trial indic that treatment with a novel custom made oam can reduc the sever of sleep disord breath by signific decreas the ahi and va score ,this clinic trial indic that treatment with a novel custom made oam can reduc the sever of sleep disord breath by signific decreas the ahi and va score 
154,0,[],,this review found support for the use of system acyclovir and valacyclovir for the prevent of rhl ,2,this review found support for the use of system acyclovir and valacyclovir for the prevent of rhl ,this review found support for the use of system acyclovir and valacyclovir for the prevent of rhl ,this review found support for the use of system acyclovir and valacyclovir for the prevent of rhl 
73,0,[],,this studi demonstr that  when use in conjunct with dpnb  a pacifi dip in digit  sucros and a more comfort  pad  and physiolog restraint can be use in decreas distress and pain ,2,this studi demonstr that  when use in conjunct with dpnb  a pacifi dip in digit  sucros and a more comfort  pad  and physiolog restraint can be use in decreas distress and pain ,this studi demonstr that  when use in conjunct with dpnb  a pacifi dip in digit  sucros and a more comfort  pad  and physiolog restraint can be use in decreas distress and pain ,this studi demonstr that  when use in conjunct with dpnb  a pacifi dip in digit  sucros and a more comfort  pad  and physiolog restraint can be use in decreas distress and pain 
356,0,[],,there is evid of a signific reduct in mortal from aaa in men age digit to digit year who undergo ultrasound screen ,2,there is evid of a signific reduct in mortal from aaa in men age digit to digit year who undergo ultrasound screen ,there is evid of a signific reduct in mortal from aaa in men age digit to digit year who undergo ultrasound screen ,there is evid of a signific reduct in mortal from aaa in men age digit to digit year who undergo ultrasound screen 
744,0,[],,pain score  opioid use  time to mobilis  and length of stay were low in both group ropivacain and group placebo ,1,pain score  opioid use  time to mobilis  and length of stay were low in both group ropivacain and group placebo ,pain score  opioid use  time to mobilis  and length of stay were low in both group ropivacain and group placebo ,pain score  opioid use  time to mobilis  and length of stay were low in both group ropivacain and group placebo 
672,0,[],,provid an educ video intervent about cath may effect decreas periprocedur anxieti level ,2,provid an educ video intervent about cath may effect decreas periprocedur anxieti level ,provid an educ video intervent about cath may effect decreas periprocedur anxieti level ,provid an educ video intervent about cath may effect decreas periprocedur anxieti level 
390,0,[],,balanc train can be use prophylact or after an acut ankl sprain in an effort to reduc futur ankl sprain  but current evid is insuffici to ass this effect in patient with chronic ankl instabl ,1,balanc train can be use prophylact or after an acut ankl sprain in an effort to reduc futur ankl sprain  but current evid is insuffici to ass this effect in patient with chronic ankl instabl ,balanc train can be use prophylact or after an acut ankl sprain in an effort to reduc futur ankl sprain  but current evid is insuffici to ass this effect in patient with chronic ankl instabl ,balanc train can be use prophylact or after an acut ankl sprain in an effort to reduc futur ankl sprain  but current evid is insuffici to ass this effect in patient with chronic ankl instabl 
274,0,[],,the use of local oestrogen in conjunct with pelvic floor muscl train befor surgeri may reduc the incid of post oper cystiti within four week after surgeri ,2,the use of local oestrogen in conjunct with pelvic floor muscl train befor surgeri may reduc the incid of post oper cystiti within four week after surgeri ,the use of local oestrogen in conjunct with pelvic floor muscl train befor surgeri may reduc the incid of post oper cystiti within four week after surgeri ,the use of local oestrogen in conjunct with pelvic floor muscl train befor surgeri may reduc the incid of post oper cystiti within four week after surgeri 
387,0,[],,survivor of cancer who chronic consum opioid experienc symptomat hypogonad with signific higher level of depress  fatigu  and sexual dysfunct ,0,survivor of cancer who chronic consum opioid experienc symptomat hypogonad with signific higher level of depress  fatigu  and sexual dysfunct ,survivor of cancer who chronic consum opioid experienc symptomat hypogonad with signific higher level of depress  fatigu  and sexual dysfunct ,survivor of cancer who chronic consum opioid experienc symptomat hypogonad with signific higher level of depress  fatigu  and sexual dysfunct 
1322,0,[],,partial starr combin with bresler procedur in the treatment of od associ with rectocel and iri ha better efficaci than starr onli ,2,partial starr combin with bresler procedur in the treatment of od associ with rectocel and iri ha better efficaci than starr onli ,partial starr combin with bresler procedur in the treatment of od associ with rectocel and iri ha better efficaci than starr onli ,partial starr combin with bresler procedur in the treatment of od associ with rectocel and iri ha better efficaci than starr onli 
691,0,[],,compar with the tradit method  small incis punctur tracheostomi is le time consum  with fewer trauma  and fewer intraop and postop complic ,2,compar with the tradit method  small incis punctur tracheostomi is le time consum  with fewer trauma  and fewer intraop and postop complic ,compar with the tradit method  small incis punctur tracheostomi is le time consum  with fewer trauma  and fewer intraop and postop complic ,compar with the tradit method  small incis punctur tracheostomi is le time consum  with fewer trauma  and fewer intraop and postop complic 
1193,0,[],,while both lifestyl and metformin intervent use to prevent diabet increas hdl c  the mechan involv differ between the two treatment and may have consequ for futur risk of cardiovascular diseas ,1,while both lifestyl and metformin intervent use to prevent diabet increas hdl c  the mechan involv differ between the two treatment and may have consequ for futur risk of cardiovascular diseas ,while both lifestyl and metformin intervent use to prevent diabet increas hdl c  the mechan involv differ between the two treatment and may have consequ for futur risk of cardiovascular diseas ,while both lifestyl and metformin intervent use to prevent diabet increas hdl c  the mechan involv differ between the two treatment and may have consequ for futur risk of cardiovascular diseas 
512,0,[],,standard practic in pupillari monitor yield inaccur data ,1,standard practic in pupillari monitor yield inaccur data ,standard practic in pupillari monitor yield inaccur data ,standard practic in pupillari monitor yield inaccur data 
51,0,[],,atyp antipsychot use is associ with an increas risk for death compar with nonus among older adult with dementia ,0,atyp antipsychot use is associ with an increas risk for death compar with nonus among older adult with dementia ,atyp antipsychot use is associ with an increas risk for death compar with nonus among older adult with dementia ,atyp antipsychot use is associ with an increas risk for death compar with nonus among older adult with dementia 
63,0,[],,base on these find and those of prior studi  onc daili aza digit  gel can therefor be util a a safe  effect  and econom dose option for the treatment of mild to moder papulopustular rosacea ,2,base on these find and those of prior studi  onc daili aza digit  gel can therefor be util a a safe  effect  and econom dose option for the treatment of mild to moder papulopustular rosacea ,base on these find and those of prior studi  onc daili aza digit  gel can therefor be util a a safe  effect  and econom dose option for the treatment of mild to moder papulopustular rosacea ,base on these find and those of prior studi  onc daili aza digit  gel can therefor be util a a safe  effect  and econom dose option for the treatment of mild to moder papulopustular rosacea 
