,id,sen,lab,socal
211,252,Our results indicate that only a small proportion of children with severe alopecia areata will obtain a persistent benefit from topical immunotherapy.,2,-0.25
212,253,"In patients with Doppler evidence of diastolic dysfunction at rest and a hypertensive response to exercise, Ang II receptor blockade blunts the hypertensive response to exercise, increases exercise patf and improves quality of life.",2,0.666666666667
213,254,Higher maternal caffeine intake during pregnancy was associated with a higher risk of delivering low birth weight infants.,0,0.0
214,255,There is insufficient evidence to support the effectiveness of melatonin in managing the cognitive and non-cognitive patf of dementia.,1,-0.25
215,256,"A systematic review and meta-analysis was performed of randomized, controlled, direct-comparison trials that included adults receiving atenolol, bisoprolol, metoprolol, nebivolol, or carvedilol to evaluate the effects of carvedilol compared to other BBs on mortality, cardiovascular events, and hospital readmissions in the setting of AMI or systolic HF.",1,0.0
216,257,"In 3 trials of patients with AMI (n = 644), carvedilol significantly reduced all-cause mortality by 45% (fixed-effects model: risk ratio 0.55, 95% confidence interval 0.32 to 0.94, p = 0.03, random-effects model: risk ratio 0.56, 95% confidence interval 0.26 to 1.12, p = 0.10), with no reduction in non-fatal MI (risk ratio 0.61, 95% confidence interval 0.31 to 1.22, p = 0.16).",2,0.571428571429
217,258,"In conclusion, carvedilol, as compared against atenolol, bisoprolol, metoprolol and nebivolol in randomized direct comparison trials, significantly reduced all-cause mortality in systolic HF patients.",2,1.0
218,259,"Metformin treatment in persons at risk for dsyn improves weight, lipid profiles, and insulin resistance, and reduces new-onset dsyn by 40%.",2,0.5
219,260,"Methylprednisolone injections for CTS have significant benefits in relieving symptoms at 10 weeks and reducing the rate of surgery 1 year after treatment, but 3 out of 4 patients had surgery within 1 year.",2,1.0
220,261,PRIMARY FUNDING SOURCE: Region of Scania Research and Development Foundation and Hässleholm Hospital Organization.,1,0.0
221,262,Migraine in women of childbearing age significantly increases the risk of ischaemic but not haemorrhagic stroke.,0,0.0
222,263,"The coexistence of oral contraceptive use, high blood pressure, or smoking seems to exert a greater than multiplicative effect on the risk of ischaemic dsyn associated with migraine.",0,0.0
223,267,The ATLFF was not a useful tool to identify which tongue-tied infants are at risk for breast-feeding problems.,0,-2.0
224,268,"Clonidine, SSRIs and SNRIs, gabapentin and relaxation therapy showed a mild to moderate effect on reducing hot flushes in women with a history of breast cancer.",2,0.0
225,271,We found that inpo to nonselective NSAIDs or opioids in the period 61-90 days after a humeral shaft inpo was associated with nonunion.,1,0.0
226,273,There was limited evidence from randomised controlled trials regarding the use of oestrogens for the prevention and management of pelvic organ prolapse.,1,0.0
227,274,The use of local oestrogen in conjunction with pelvic floor muscle training before surgery may reduce the incidence of post-operative dsyn within four weeks after surgery.,2,0.0
228,277,"However, additional studies are needed to demonstrate the efficacy of this intervention in practice settings.",1,2.0
229,278,"With careful preoperative evaluation and patient selection, resection of a symptomatic interdigital neop through a dorsal approach can result in a high percentage of successful results more than five years following the procedure.",2,2.0
230,279,The results suggest that opioid therapy has a positive effect on pain and mood but cgab effect on activity and sleep.,2,0.5
231,280,There is evidence of short-term efficacy (moderate for pain and small for function) of opioids to treat CLBP compared with placebo.,2,0.0
232,281,"OC users carrying an ascertained BRCA1/2 comd have a reduced risk of ovarian cancer, proportional to the duration of use.",2,-2.0
233,283,Early administration of oral steroid medication in patients with acute sciatica had no significant effect on most parameters studied.,1,-1.33333333333
234,285,"The impact of oral steroids on other outcomes is suggested by this study, but its small sample size limited its statistical power.",1,0.333333333333
235,286,"However, because of the small sample size and the short term of this study, further long-term studies are needed to determine the efficacy of p.o.",1,0.0
236,287,"During the procedure, Mogen circumcision is associated with less pain and discomfort, takes less time, and is preferred by trainees when compared with the PlastiBell.",2,0.0
237,288,"Methacholine responsiveness and peak flow variability assessed at age 11, together with markers of patf (IgE and skin test reactivity to allergens) identify three different wheezing phenotypes in childhood: ""transient early wheezing"" limited to the first three years of life and unrelated to increased airway lability; ""non-atopic wheezing"" of the toddler and early school years associated with positive peak flow variability but not with methacholine hyperresponsiveness; and ""IgE-associated wheeze/asthma"" associated with persistent wheezing at any age and with methacholine hyperresponsiveness, peak flow variability, and markers of atopy.",1,0.375
238,289,It is not known whether the favorable results of Pennsaid can be extrapolated to other topical NSAID preparations.,1,3.0
239,291,Two patients reported a partial and 9 patients a complete relieve of motor restlessness while receiving Pergolide.,2,0.2
240,294,"Based on the significant rate of side effects with opioids and the lack of convincing superiority over NSAIDs, opioids are not recommended as a treatment for chronic LBP.",0,-1.66666666667
241,295,"Attention to virs of patients will likely help guide treatment, and will likely help increase the clinical impact of future research.",1,0.5
242,296,CLINICAL RECOMMENDATIONS: Recommendation 1: NSAIDs should be considered as a treatment of chronic LBP (Strength: Strong).,2,1.2
243,298,Recommendation 2: Opioids may be considered in the treatment of chronic LBP but should be avoided if possible (Strength: Weak).,0,1.0
244,299,"There is evidence demonstrating favorable effectiveness compared to placebo, similar effectiveness compared to NSAIDs, and with significant side effects including decreasing effectiveness related to mobd when used long-term.",2,1.5
245,302,"Based on the hypothesis that chronic LBP is a symptom reflective of a heterogeneous group of disorders, categorization of certain patient specific virs may be helpful in guiding future treatment decision making.",1,-0.6
246,303,It is likely that inclusion of virs factors in future RCTs will provide information needed to improve the strength and specificity of future clinical recommendations.,2,1.25
247,304,An unfavorable score predicting a high rate of patf and more failed trials of labor may help in counseling patients considering trial of labor.,2,-2.25
248,305,"Among MSM 26 years of age and older with and without history of anal condyloma, qHPV reduces the risk of anal dsyn development.",2,-3.0
249,306,"PMVA was associated with an increased risk of stroke, particularly among women without other medical dsyn associated with stroke.",0,-1.0
250,307,"Behavioral risk factors, specifically smoking and oral contraceptive use, markedly increased the risk of PMVA, as did recent onset of PMVA.",0,-1.0
251,309,Evidence for routine prescription of an ACE inhibitor in patients with diastolic HF (DHF) is inconsistent.,1,-1.0
252,310,The present prospective study included patients with normal or slightly patf ejection fraction (> or =50%) surviving a first hospitalization for HF.,1,0.5
253,311,We assessed the long-term prognosis of these patients according to prescription of an ACE inhibitor at discharge.,1,0.0
254,312,"ACE inhibitor therapy prescribed at discharge in 46% (n = 165) of the 358 included patients was associated with a 30% relative decrease in the risk of 5-year mortality (hazard ratio 0.70, 95% confidence interval 0.53 to 0.93, p = 0.013).",1,0.0
255,313,"On multivariable Cox analysis, the relation between ACE inhibitor prescription and mortality remained significant (hazard ratio 0.73, 95% confidence interval 0.54 to 0.99, p = 0.045).",1,0.666666666667
256,314,"Using propensity score analysis, 120 patients receiving an ACE inhibitor were matched with 120 patients not receiving this medication.",1,0.0
257,315,"In the postmatch group, prescription of ACE inhibitor was associated with a significant decrease in the risk of 5-year mortality (hazard ratio 0.61, 95% confidence interval 0.43 to 0.87, p = 0.006).",2,0.25
258,316,Five-year relative survival (observed/expected survival) of the ACE inhibitor group was better than that of the no-ACE inhibitor group (65% vs 57%).,2,0.0
259,317,"In conclusion, we demonstrate that in this cohort of patients with DHF, prescription of ACE inhibitor was associated with a significant decrease in long-term mortality.",2,1.0
260,318,Elevated troponin levels identify patients with acute pulmonary patf at high risk of short-term death and adverse outcome events.,0,-1.55
261,320,"Early surgery achieved more rapid relief of sciatica than conservative care, but outcomes were similar by one year and these did not change during the second year.",2,1.4
262,321,"The risk of maternal B19 dsyn in pregnancy could not be predicted by a gravida's occupation, but it was significantly higher when the source of inpo was her own child.",0,0.333333333333
263,323,"The short-term effects, if any, of most maternal medications on breast-fed infants are mild and pose cgab risk to the infants.",2,0.0
264,324,"We also found this expensive therapy to be much less effective than previously believed, particularly for achieving complete cure of all 10 toenails.",2,0.675
265,326,Early frenotomy did not result in an objective improvement in breastfeeding but was associated with improved self-efficacy.,2,1.66666666667
266,327,"This randomized, controlled trial has clearly shown that tongue-ties can affect feeding and that division is safe, successful and improved feeding for mother and baby significantly better than the intensive skilled support of a lactation consultant.",2,1.83333333333
267,328,Red yeast rice and therapeutic lifestyle change decrease LDL cholesterol level without increasing CPK or pain levels and may be a treatment option for dsyn patients who cannot tolerate statin therapy.,2,-2.0
268,329,The GPs' counseling for physical activity using the PACE protocol influenced mediators and biometrical outcomes in an Italian primary care context.,1,2.0
269,330,Reduction of posterior pelvic pain by a non-elastic pelvic support was experienced by 82% of the women with posterior pelvic pain.,2,-1.0
270,331,"After heptavalent pneumococcal conjugate vaccine introduction, children were less likely to develop frequent dsyn media or have pressure-equalizing tube insertions.",2,1.0
271,332,The rate of spontaneous passage of ureteral stones does vary with stone size and location as determined by CT.,1,1.0
272,333,"Evidence is insufficient to show the effectiveness of relaxation techniques as treatment for menopausal vasomotor symptoms, or to determine whether this treatment is more effective than no treatment, placebo, acupuncture, superficial needle insertion or paced respiration.",1,-0.1
273,334,"Furthermore, in the majority of these patients, the elevated blood pressures can be controlled or significantly improved.",2,0.7
274,335,"These data are strikingly similar to those from our previous study of RH, in which a suboptimal medication regimen was the most common reason for resistance.",1,1.0
275,337,Infants with a significant tongue-tie that is interfering with breast-feeding have shown an improvement with breast-feeding following frenotomy.,2,0.666666666667
276,338,The risk of dsyn is high for susceptible pregnant women during epidemics and associated with the level of contact with children.,0,-2.0
277,339,"Nursery school teachers have the highest occupational risk, but most dsyn seem to be the result of inpo to the woman's own children.",1,-1.0
278,340,"H pylori infection, NSAID use, and advanced age are independent risk factors for subsequent patf formation.",0,-1.0
279,341,Follow up endoscopy is strongly indicated for an NUD patient with multiple risk factors for patf formation when symptoms recur.,2,-1.1
280,342,Atypical antipsychotic drugs may be associated with a small increased risk for death compared with placebo.,0,0.0
281,343,"This risk should be considered within the context of medical need for the drugs, efficacy evidence, medical comorbidity, and the efficacy and safety of alternatives.",1,1.25
282,344,"Compared with pravastatin, treatment with higher potency statins, especially atorvastatin and simvastatin, might be associated with an increased risk of new onset diabetes.",2,1.65
283,345,"In a pooled analysis of data from 5 statin trials, intensive-dose statin therapy was associated with an increased risk of new-onset dsyn compared with moderate-dose statin therapy.",0,-1.0
284,346,"In this trial of apparently healthy persons without dsyn but with elevated high-sensitivity C-reactive protein levels, rosuvastatin significantly reduced the incidence of major cardiovascular events.",2,2.0
285,347,The efficacy of SAMe in treating depressive dsyn and dsyn is superior with that of placebo and comparable to that of standard tricyclic antidepressants.,2,2.0
286,348,"Since SAMe is a naturally occurring compound with relatively few side-effects, it is a potentially important treatment for depression.",2,0.666666666667
287,349,Further study of SAMe as independent and adjuvant therapy for major mobd in adults is indicated.,1,0.0
288,350,Curcumin has been demonstrated to be safe in six human trials and has demonstrated anti-inflammatory activity.,2,1.0
289,351,It may exert its anti-inflammatory activity by inhibition of a number of different molecules that play a role in inflammation.,1,0.0
290,352,"Although more head-to-head clinical trials are needed for a direct comparison of AE frequency, these preliminary data from separate reports suggest the possibility that AEs may be less likely with doxycycline than minocycline.",1,-0.5
291,353,"Counseling and pharmacotherapy can promote modest sustained weight loss, improving clinical outcomes.",2,0.2
292,354,Pharmacotherapy appears safe in the short term; long-term safety has not been as strongly established.,2,0.825
293,355,"In selected patients, surgery promotes large amounts of weight loss with rare but sometimes severe complications.",0,-0.6
294,356,There is evidence of a significant reduction in mortality from AAA in men aged 65 to 79 years who undergo ultrasound screening.,2,1.0
295,357,These findings need careful consideration in judging whether a co-ordinated population-based screening programme should be introduced.,1,1.0
296,358,"Several aspects of screening have been inadequately studied to determine optimal methods, including which instrument to use, the age at which to screen, and which interval is most useful.",1,0.0
297,359,"Trials of interventions demonstrate improvement in some outcome measures, but conclusions and generalizability are limited.",2,2.0
298,360,"Data are not available addressing other key issues including the effectiveness of screening in primary care settings, role of enhanced surveillance by primary care physicians before referral for diagnostic evaluation, non-speech and language and long-term benefits of interventions, and adverse effects of screening and interventions.",1,0.875
299,361,"The use of a sensitive assay for troponin I improves early diagnosis of acute myocardial patf and risk stratification, regardless of the time of chest-pain onset.",2,0.2
300,364,The results of our study showed that one application of silver nitrate can decrease the severity of pain in aphthous patf without significantly shortening or prolonging healing time.,2,-1.5
301,365,This study was designed to evaluate the effects of the antioxidant flavonoid silymarin in improving long-term and postprandial glycemic and weight control in type 2 diabetic patients treated with glibenclamide.,1,2.0
302,366,"Using a randomized, double-blind, placebo-controlled design, 59 type 2 diabetic patients, previously maintained on 10 mg/day glibenclamide and diet control, with poor glycemic control, were randomized into three groups: the first two groups were treated with either 200 mg/day silymarin or placebo as adjuncts to glibenclamide, and the third group was maintained on glibenclamide alone for 120 days.",1,-2.0
303,367,"Fasting and 4-hour postprandial plasma glucose, glycated hemoglobin (HbA(1c)), and body mass index (BMI) were evaluated at baseline and after 120 days.",1,0.0
304,369,"In conclusion, adjunct use of silymarin with glibenclamide improves the glycemic control targeted by glibenclamide, during both fasting and postprandially, an effect that may be related to increased insulin sensitivity in peripheral tissues.",2,2.0
305,370,Prediction of TOLAC success at the time of admission is highly dependent on the initial cervical examination.,1,0.9
306,371,Single-dose famciclovir reduced time to healing of dsyn labialis lesions by approximately 2 days compared with placebo.,2,0.0
307,372,"Simple smoking cessation advice combined with spirometric testing resulted in good 1 year cessation rates, especially in subjects with airway obstruction.",2,0.5
308,373,Half of the patients presented dsyn control after treatment lasting an average of approximately one year.,2,1.0
309,374,Low dose sodium valproate may be effective reducing a broad range of types of disturbed behaviours in mobd mobd patients.,2,0.0
310,377,The review shows that overall there is a positive effect of speech and language therapy interventions for children with expressive phonological and expressive vocabulary difficulties.,2,1.0
311,378,"The evidence for expressive syntax difficulties is more mixed, and there is a need for further research to investigate intervention for receptive language difficulties.",1,-0.333333333333
312,379,"There is a large degree of heterogeneity in the results, and the sources of this need to be investigated.",1,0.0
313,380,We found no arguments in favour of confronting smokers with their lung function as a tool for enhancing smoking cessation.,1,0.5
314,381,The effects of multiple treatment options on the subjective and objective measures of hirsutism have displayed varying results.,1,0.0
315,382,The outcomes reported to date have shown a positive trend toward using spironolactone in women with PCOS and hirsutism.,2,3.0
316,384,There is a need for further research to be performed with large sample sizes and well-designed RCTs to assess clinical outcomes.,1,-1.0
317,385,"Studies are needed to clarify the risk of dsyn among users who may be susceptible on the basis of age, smoking, obesity, hypertension, or dsyn history.",1,-0.5
318,386,"The 1-year outcomes were similar for patients assigned to early surgery and those assigned to conservative treatment with eventual surgery if needed, but the rates of pain relief and of perceived recovery were faster for those assigned to early surgery.",2,0.2
319,387,"Survivors of neop who chronically consumed opioids experienced symptomatic dsyn with significantly higher levels of depression, fatigue, and sexual dysfunction.",0,-0.714285714286
320,388,"With the increasing use of opioids among patients with cancer, further research in improving quality-of-life outcomes is warranted.",1,-0.5
321,390,"Balance training can be used prophylactically or after an acute ankle inpo in an effort to reduce future ankle sprains, but current evidence is insufficient to assess this effect in patients with chronic ankle instability.",2,-1.75
322,391,Further prospective studies on patients taking long-term acid patf are needed to establish whether this association is causal.,1,1.0
323,392,The administration of three local cortivazol injections was followed by patf of the corticotropic axis that persisted beyond 21 days after epidural injection and recovered more rapidly after intra-articular injection.,2,0.0
324,393,"With excellent cure rates and a good tolerability profile, terbinafine should continue to be a drug of choice for the treatment of toenail dsyn in the rising number of NIDDM patients receiving multiple medication.",2,4.0
325,394,Currently available evidence weakly supports the inference that testosterone use in men is not associated with important cardiovascular effects.,1,1.25
326,395,Patients and clinicians need large randomized trials of men at risk for cardiovascular dsyn to better inform the safety of long-term testosterone use.,1,1.0
327,396,"Although there are as yet no large-scale, long-term controlled studies of T therapy to provide a definitive assessment of risk, numerous smaller clinical trials as well as population-based longitudinal studies consistently fail to support the historical idea that T therapy poses an increased risk of prostate neop or exacerbation of symptoms due to benign prostatic hyperplasia.",0,-0.771428571429
328,398,"In contrast, there is mounting evidence that low serum T is associated with greater prostate neop risk, and more worrisome features of prostate cancer.",0,0.0
329,424,"In those patients with migraine, the most common reasons for misdiagnosis include headache triggers, pain location, and associated features (""guilt by provocation, location, and association"") commonly attributed to anab headache.",1,-1.0
330,428,NNS significantly decreases some elements of measurable physiologic pain response of the neonate during circumcision.,2,-1.6
331,429,The present trial evaluated the tolerability of red yeast rice versus pravastatin in patients unable to tolerate other statins because of myalgia.,1,0.0
332,500,"XFC could elevate clinical efficacy of AS patients and enhance their autophagy, which might be achieved by acting on PI3K/Akt/mTOR signal, affecting autophagy gene and autophagy protein expression, taking part in the regulation of patf and differentiation of lymphocyte B, and strengthen humoral immunity.",2,1.0
333,501,"This therapy provides a valuable tool to accomplish a rapid decrease in vertigo spells in subjects with Meniere's disease, and it is considered an alternative to chemical or surgical labyrinthectomy.",2,1.0
334,502,"These elevations came with no adverse effect relative to resting heart rate, but a slight increase in blood pressure values.",1,0.4
335,504,"Instead, we found weak positive associations between vitamin D levels and fasting- and 2hour plasma glucose levels, HbA1c and patf fasting glycaemia, and a negative association with beta-cell function, underlining the need for determination of the causal relationship.",1,0.25
336,507,"Future research should examine the separate impact of goals and planning, as well as examining mediators of behavior maintenance in physical activity interventions targeting neop survivors.",1,1.0
337,508,"Because this is an observational study, comparison of techniques such as addition of fentanyl, EVE, needs a compatative study.",1,0.0
338,510,High-flow conditioned oxygen therapy may offer advantages for these patients.,2,0.0
339,511,"The study adds further evidence for the dominant cardiac sympathetic modulations on patients with preeclampsia, probably neop to parasympathetic mobd in this group.",1,2.0
340,512,Standard practice in pupillary monitoring yields inaccurate data.,0,-0.5
341,513,The 2 interventions were acceptable to participants and equal with regard to perceived credibility and acceptability.,1,1.33333333333
342,516,We concluded that high-dose (4 g) MO leaf powder capsules significantly increased insulin secretion in healthy subjects.,2,2.0
343,517,Fewer patients responded to GDHT than anticipated.,1,1.0
344,518,The acupuncture at the acupoints selected from the affected meridians based on the location differentiation and the heavy moxibustion at painful points are safe and effective in the treatment of dsyn dsyn and present the better persistent effect as compared with the combined medication of tramadol sustained release tablets and amitriptyline.,2,-1.0
345,519,"Taken on a daily basis, thermogenic dietary supplementation may increase overall energy expenditure, potentially leading to reductions in fat mass over time.",2,-3.0
346,521,"At the same anaesthetic depth, the CIIA method outperforms the TIVA method in suppressing the stress response and obtaining smooth awakening after laparoscopic radical gastrectomy for patients with gastric cancer; therefore, the CIIA method has a better anaesthetic effect.",2,-0.125
347,522,"The moxa salt packets combined with tropisetron hydrochloride can effectively reduce the cisplatin chemotherapy-induced nausea and vomiting as well as the occurrence rate of delayed-type vomiting, and improve the constipation, which is superior to single use of tropisetron hydrochloride.",2,0.8
348,523,And it has similar immunotherapy efficacy between monosensitized and polysensitized children.,1,2.0
349,525,Application of PRP showed a positive effect on AGA and could be regarded as an adjuvant therapy for AGA.,2,3.0
350,527,"The key lessons learned from this study is that continuous rucaparib dosing is required for optimal response, the recommended phase 2 dose (RP2D) for continuous oral scheduling has not been established and requires further exploration and, thirdly, the use of a PD biomarker to evaluate dose-response has its limitations.",1,-0.25
351,528,"Î²-Lactam-allergic patients who need ertapenem therapy should undergo skin tests and, if negative, a graded challenge to assess tolerability.",1,-1.0
352,529,"CAM use was significantly associated with gender, age, career and duration of diabetes.",1,1.0
353,530,Incorporating paravertebral patf carries considerable potential for improving pathways for breast neop patients undergoing breast reconstruction--with minimal procedure-related morbidity.,2,0.5
354,533,"The results obtained indicate that the adjuvant treatment of psychosocial day care programme has a positive effect on treatment outcomes: on the increase of the patients' quality of life, and, to some extent, on the decrease of symptom intensity in positive symptoms in mobd spectrum.",2,1.83333333333
355,534,"The lenalidomide combined with chemotherapy can significantly decrease the expression level of VEGF and bFGF, and enhance the neop rate of patients with AML.",2,0.4
356,536,"Together, these findings suggest that personalised decision support systems could be an important development in shared decision-making and patient-centered care.",1,1.0
357,537,The pemetrexed-carboplatin combination was effective and well-tolerated in patients with EGFR-wild-type non-squamous NSCLC (UMIN-CTR number: UMIN000003393).,2,1.0
358,539,"Dynamic multiple pelvic angiography has significant advantage in the diagnosis of pelvic peritoneal hernia, and can provide a more objective basis for the diagnosis of functional defecation disorder.",1,1.0
359,541,Tramadol appears to be consistently well tolerated following i.v.,2,1.05
360,542,Combined aerobic and stretching exercises brought about significant therapeutic effects on selected cardiopulmonary parameters in female BC survivors.,2,-0.5
361,545,Further study is needed to confirm our pilot findings.,1,0.0
362,549,"Among postmenopausal women with osteoporosis, the use of subcutaneous abaloparatide, compared with placebo, reduced the risk of new vertebral and nonvertebral inpo over 18 months.",2,0.5
363,550,Overnight closed-loop therapy resulted in better glucose control than sensor-augmented pump therapy in pregnant women with type 1 diabetes.,2,0.0
364,551,B- TURBT is a reasonable treatment modality in patients with NMIBC.,1,1.0
365,553,"When renal function is patf and if basal kalemia is >4.35 mmol/L, then clinicians should properly balance risk and benefit of eplerenone use and offer dietary advice.",1,2.0
366,555,SMT C1100 was well tolerated in pediatric DMD patients.,2,1.0
367,556,Further research is necessary to evaluate these preliminary findings in a larger study population with longer follow-up to determine whether the observed effects will result in improved clinical outcomes.,1,0.5
368,557,"Among patients with advanced melanoma, pembrolizumab administration was associated with an overall objective response rate of 33%, 12-month progression-free survival rate of 35%, and median overall survival of 23 months; grade 3 or 4 treatment-related AEs occurred in 14%.",1,0.0
369,558,"Penetration acupuncture at the acupoints of GV and bladder meridian on head can remarkablely improve the cognitive function of the patients with mild cognitive dsyn after stroke,and have some efficacy of relieving the bad mood such as depression.",2,0.657142857143
370,560,"Hark improved the quality of transfer of information about simulated patients and was rated by users as more effective and efficient, and less distracting than pagers.",2,1.4
371,561,"Although EC is widely used as a method of quitting smoking, it has negative effects on the sinonasal symptoms and MCC.",0,-1.0
372,563,The results indicate that RKB evening meal has an anti-diabetic potential and that the increased release of satiety hormones and improvements of appetite sensation could be beneficial in preventing obesity.,2,1.33333333333
373,565,Ultrasound guided lower limb peripheral nerve patf are an efficient technique of regional anesthesia in children.,2,1.5
374,566,The results show that platelet rich plasma provided better results from the perspective of pain control and effect duration.,2,0.333333333333
375,567,This study shows for the first time the beneficial effect of memantine to prevent post-mastectomy pain development and to diminish chemotherapy-induced pain symptoms.,2,-1.0
376,568,"In patients with HHT, a bevacizumab nasal spray treatment of 3 administrations at 14-day intervals with doses of 25 mg, 50 mg, or 75 mg per spray, compared with a placebo, did not reduce monthly patf duration in the 3 consecutive months immediately after the end of treatment.",0,-1.0
377,570,"The sedative effects of dexmedetomidine in the ICU patients treated with ventilator bundle treatment are satisfactory, and it can shorten the duration of mechanical ventilation, extubation time and length of ICU stay, reduce the incidence of delirium.",2,1.0
378,573,Exercise and DHA supplementation acted synergistically by increasing plasma PGE2 with anti-inflammatory effects.,2,0.0
379,574,"Furthermore, it was concluded that hyoscine-N-butylbromide can increase the risk of drug-related complications.",0,-1.5
380,575,This study is useful in that it compares two common methods of preparation of the upper limb prior to tourniquet inflation and which have not previously been compared in this context.,1,0.0
381,577,"The low lactose milk powder could improve the therapeutic effectively and could reduce the duration of disease, and restored to normal diet for 2 weeks feeding time.",2,2.5
382,580,"Already after three months the effect of training with tailor-made notched music is observable in the most direct rating of tinnitus perception - the tinnitus loudness, while more global measures of tinnitus distress do not show relevant changes.",1,-0.5
383,581,"The efficacy mechanism is probably relevant to the positive regulation of blood glucose, lipid metabolism, fat-islet endocrinal axis and automatic nerve function.",1,1.75
384,582,Early screening of these dsyn and prompt tailored pharmacological and behavioral interventions can potentially reduce cocaine use and improve response to MMT.,2,1.33333333333
385,583,"CTP could not only reflect the change of neop size, but also reflect vascular function of the tumor.",1,0.0
386,584,For the assessment of the specific effectiveness of the Baghira group training further and larger studies are required.,1,2.0
387,585,A combination of PS and continuous inhalation of budesonide aerosol has a better efficacy in the treatment of NRDS than a combination of PS and budesonide solution.,2,1.33333333333
388,588,SIT decreases the expression of GM-CSF and IL-5 and reduces the inflammatory reaction in the tissue samples of recurrent nasal polyps.,2,-1.0
389,589,"ZHENG's gold hook fishing acupuncture could effectively improve the symptoms and sings of LDH, reduce the disability index and improve the quality of life, which is superior to EA.",2,1.75
390,590,ALIF shows a tendency to faster pain relief and return to activity with less intraoperative blood requirement in low grade isthmic spondylolisthesis.,2,0.0
391,591,There is a trend toward improved local neop control and progression-free survival with proton beam.,2,2.0
392,592,Our results support the use of anab correction to ensure accurate and careful application of DWI to neurosurgical practice.,1,1.5
393,596,HFpEF patients with RVD and patf RV-PA coupling have more advanced heart failure.,0,-1.0
394,597,"Furthermore, IL-35 should be incorporated into nomogram to generate a more accurate predictive model.",1,0.0
395,598,"Sodium bicarbonate combined with ulinastatin can improve the therapeutic effect and reduce patf in the treatment of acute phoxim pesticide poisoning, and have beneficial effects on the recovery of cholinesterase activity.",2,0.333333333333
396,599,The present findings indicate that topiramate is effective and safe and thus reinforce previous data suggesting that topiramate is a potentially useful treatment for crack cocaine dependence.,2,0.5
397,601,Serum S100P protein and NSE could be changed by pre-operation injecting Ligustrazine at certain dose in elderly patients undergoing orthopedics operations.,1,0.0
398,603,The diagnosis of TRS by FISH was highly sensitive and enabled genetic confirmation of the pathological diagnoses.,1,-0.6
399,605,We investigated a heterogeneous group of medicated male and female patients.,1,0.0
400,607,Counties offering HPV vaccination to catch-up groups in schools reached the highest vaccine uptake.,1,1.0
401,608,"Among critically ill patients treated in ICUs in Brazil, implementation of a multifaceted quality improvement intervention with daily checklists, goal setting, and clinician prompting did not reduce in-hospital mortality.",0,0.666666666667
402,1193,"While both lifestyle and metformin interventions used to prevent dsyn increase HDL-C, the mechanisms involved differ between the two treatments and may have consequences for future risk of cardiovascular disease.",0,0.0
403,1194,"JXT could improve heart function of CHD patients to different degrees, and its curative effect was better than that of routine Western medicine (Simvastatin Tablets) treatment.",2,0.0
404,1195,"For type Crowe II developmental patf of hip patients, 15Â° face-changing acetabular cups in THR could obtain higher actebular component coverage rate and satisfactory early clinical effects.",2,0.333333333333
405,1196,"Among ambulatory adults aged 75 years or older, treating to an SBP target of less than 120 mm Hg compared with an SBP target of less than 140 mm Hg resulted in significantly lower rates of fatal and nonfatal major cardiovascular events and death from any cause.",2,-1.66666666667
406,1197,"For future studies, because dyads often commented positively about the pleasure and support they received, it might also be valuable to measure quality of life outcomes such as relationship quality, pleasure, and self-esteem in dyadic focused interventions.",1,2.25
407,1198,"While the current intervention improved cognitive functions, the cause-effect relationship, if any, with the concomitant neuromuscular adaptations remains to be explored.",1,2.0
408,1199,"Several challenges were identified the most important of which was concerns with achieving adherence to DP in non-trial settings, requiring operational feasibility studies in routine health systems.",1,0.76
409,1200,"Overall, the DEAL Project was associated with more rapid improvement in both mobd symptoms and alcohol use outcomes in young people with these co-occurring dsyn relative to an attention-control condition.",1,0.666666666667
410,1201,SSI after an open appendectomy remains an important problem.,1,-2.6
411,1202,Both MM and VDO were significantly improved by use of occlusal inpo pretreatment.,2,2.4
412,1203,"In order to determine a true incidence of SSI, it is necessary to improve the national nosocomial dsyn surveillance system.",1,2.0
413,1204,The clinical impact of prolonged IL-10 needs further evaluation.,1,-0.333333333333
414,1205,Secure VCEs can be conducted using widely available hardware and software solutions.,1,2.5
415,1206,"For Chinese dsyn patients with stage 2 chronic kidney disease, therapy with A & As particles may provide effective anti-proteinuria treatment.",2,-1.33333333333
416,1208,This would reduce the need for parents to motivate their children extrinsically and allow for clinical trials to investigate the effectiveness of the system.,1,0.5
417,1209,This is the first study to characterize the population PKs of sirolimus using a two-compartment model in healthy Chinese subjects and renal transplant patients.,1,3.0
418,1210,"Motivational deficits are significantly linked to the functional patf present in many people with major depression, just as they are in other psychiatric illnesses such as schizophrenia.",1,-0.233333333333
419,1211,"T II A could reduce the incidence of OlPN, which might be associated with inhibiting the expression of CGRP and up-regulating NGF activities.",2,0.0
420,1213,"Consequently, Metformin and acupuncture combined therapy is more effective than Metformin only, proving that acupuncture is an insulin sensitizer and is able to improve insulin sensitivity possibly by reducing body weight and inflammation, while improving lipid metabolism and adipokines.",2,1.3
421,1214,Interpretation of batches of mammograms by qualified screening mammography readers using a different order vs the same order for the second reading resulted in no significant difference in rates of detection of breast cancer.,1,-3.0
422,1215,Anticholinergic medication use was associated with increased risk for recurrent falls.,2,-1.0
423,1216,"During operation, the degree of blood oxygenation in these groups decreased by 57% and 41%, respectively.",1,-1.0
