id,sen,lab
1254,Larger studies are needed to assess the effect of cerebral protection device use on neurological and cognitive function after TAVI and to devise methods that will provide more complete coverage of the brain to prevent new lesions.,1
1255,Availability of spirometry should be a priority in this setting.,1
1256,"This outcome may result from a link between innate immunity and IgE-mediated, adaptive immune responses in asthma, and point to TLR4 as a potential therapeutic target.",1
1257,It could be worthwhile to aim the intervention specifically at specific subgroups.,1
1258,"Despite its shorter half-life, letrozole seems to be as least as likely, if not more, to adversely affect cervical mucus.",0
1259,"The hydroxyurea shows a better curative effect on TI patients, no serious side reactions occur in all the patients treated with hydroxyurea, but the long-term curative effect and side reactions should be observed continuously.",1
1260,"All three bitopertin treated groups showed improvements in all the efficacy endpoints for both of the two symptoms, i.e., ""negative symptoms"" and ""sub-optimally controlled symptoms"", throughout the duration of the study.",2
1261,"Among at-risk patients presenting to the ED, the use of aspirin compared with placebo did not reduce the risk of ARDS at 7 days.",0
1262,Further large studies are needed to confirm effectiveness of the proposed CMP.,1
1263,The combination of INS and Oxymet provides additional benefit compared to INS monotherapy in relieving nasal congestion in subjects with chronic rhinitis and allergic rhinitis without developing rhinitis medicamentosa.,2
1264,"A complex therapy cannot be limited to a single drug only, and to make better decisions, one should consider not only ocular, but also general condition of the patient.",1
1265,Both EA and meloxicam are effective in the treatment of KOA at the early and middle stage.,2
1266,"This methodology may be useful for diagnosing, directing treatment, and judging prognosis of alcoholic cardiac damage.",2
1267,More long-term studies are thus warranted.,1
1268,Knowledge of these relationships may help identify LTRs at the greatest risk for poor sleep and guide strategies to promote sleep and optimize HRQOL.,1
1269,"Regarding the improvement in foul breathing, the effect in the palmar thumb surface group is better than that in the radial margin group.",2
1270,Early weight loss is consistently identified as a strong predictor of long-term weight loss.,1
1271,The relationship for ALT appears specific for death due to cardiovascular disease.,0
1272,Biliary CEACAM6 can identify patients with extrahepatic cholangiocarcinoma with a high degree of sensitivity and should be investigated further as a potential screening tool.,2
1273,However Botulinum toxin type A (BotoxÂ®) showed statistically significant more increased in pressure pain threshold at 6-week after injection without severe adverse effects.,2
1274,Using 14% Plai cream over a 7-day period substantially reduced muscle soreness symptoms compared to 7% Plai cream or a placebo cream.,2
1276,"Its clinical effect is better than NPWT or porcine ADM dressing alone, and this method may be suitable for patients with non-surgical treatment.",2
1278,The results presented support further development of the C. difficile vaccine candidate in a larger population of subjects to determine the optimal dose and immunization schedule.,2
1280,These data support safety and efficacy of TAVR in select very elderly patients.,2
1281,A systematic intervention model resulted in partial improvements in LBP care.,2
1283,"Ultrasound-guided interscalene brachial plexus block with an extrafascial injection reduces the incidence of hemidiaphragmatic paresis and impact on respiratory function while providing similar analgesia, when compared with a conventional injection.",2
1284,The safety profile of CT-P13 was also similar to that of RP.,1
1285,The CMP used in the study have showed a trend to significant SSI risk reduction and may be recommended to maximize patient protection.,2
1288,"Investigations on the effects of low-volume HIIE protocols including a fewer number of work bouts on health status and fitness of less active subjects would be interesting, especially in the first training weeks.",1
1289,The individualized lung cancer modeling can facilitate the evaluation of preoperative risks and allows for more accurate surgical planning.,2
1293,This supports investigation into the potential use of nasal high flow therapy as treatment in viral upper respiratory tract infections.,2
1294,"Using RCT on participatory basis, SMBG with individual dietary counseling was effective in short term.",2
1295,"Based on the theory of dislocation of bone joints in TCM, three kinds of spinal rotation manipulations can be used safely for the treatment of lumbar disc herniation, and the efficacy was similar.",2
1296,"Among adults with septic shock, the early use of vasopressin compared with norepinephrine did not improve the number of kidney failure-free days.",0
1297,Oral Ramosetron 0.1 mg was more effective than placebo in PONV prevention and reduced the incidence of moderate to severe nausea after intrathecal morphine in the first 24 hour after gynecological surgery.,2
1298,ALIF with posterior instrumentation in low grade isthmic spondylolisthesis provides satisfactory outcome in patients requiring surgical treatment.,2
1299,This indicates variability in the ability to use real-time augmented feedback effectively.,2
1300,"The prolonged pharmacodynamic effect of proliposomal ropivacaine, together with its delayed elimination and prolonged redistribution to plasma, is compatible to depot-related slow-release and similar to the performance of other liposomal local anesthetics.",1
1301,"The present study demonstrated that the addition of inspiratory muscle training, even when applied for a short period, may potentiate the effects of combined aerobic and resistance training, becoming a simple and inexpensive strategy for patients who underwent coronary artery bypass and are in phase II cardiac rehabilitation.",2
1303,SIPsmartER is an effective intervention to decrease SSB consumption among adults and is promising for translation into practice settings.,2
1304,"Dose-dependent increases in appendicular lean body mass and decreases in fat mass were observed, although this study did not achieve the threshold of its primary objective.",1
1305,"Conical stone needle on foot combined with Sian anvil at Yintang(GV 29) treating insomnia is safe and effective,and this treatment acquires similar efficacy with less suffering.",2
1306,Close contact casting may be an appropriate treatment for such patients.,1
1307,This study provides modest evidence that rTMS to the l-DLPFC transiently reduces core symptoms of AN and encourages prudent decision making.,2
1308,This suggests that the prevalence of WDTC detected by imaging is not an artifact caused by an increasingly obese population and that any association of WDTC and obesity is not related to the way in which these tumors are detected.,1
1311,"Consumption of milk containing A1 Î²-casein was associated with increased gastrointestinal inflammation, worsening of PD3 symptoms, delayed transit, and decreased cognitive processing speed and accuracy.",0
1315,"The association of GlcN-S and mud-bath therapy has a positive and safe role in improving pain, function and quality of life in knee OA patients.",2
1316,The test-based approach to the management of malaria did not increase the incidence of malaria or anaemia among under-five children in this setting.,2
1317,"Considering both efficacy and safety, colchicine can be prescribed with a once-daily dosage.",1
1318,"The effectiveness of ARM in the prevention of severe epithelitis in patients with HNC treated with RT is, at least, as effective (or more effective) as other and more common skin treatments.",2
1320,"The decoction prepared with of Nicotiana tabacum leaves, used as mouthwash are well-tolerated and safe, and can be used for the management of recurrent aphthous.",2
1322,Partial STARR combined with Bresler procedure in the treatment of ODS associated with rectocele and IRI has better efficacy than STARR only.,2
1323,Propofol-TCI technique is suggested for laparoscopic and ambulatory surgery.,1
1326,"In patients undergoing MCA intravascular stent implantation for ischemic stroke, perioperative intensive statin therapy improves the patients' outcomes, reduces the levels of CRP, VCAM-1 and sCD147 molecules, and lowers the incidences of cerebrovascular events.",2
1327,"CCD increased good quality embryo rate by down-regulating the expression of ROS protein in ovarian granulosa cells, and correcting in vivo oxidative stress.",2
1328,"Vegethon is a theory-based, user-informed mobile intervention that was systematically developed using the IDEAS framework.",1
1329,No information channel explained differences in county-level vaccine uptake.,1
1330,"During the initial stage of phototherapy, intensive phototherapy can quickly and effectively reduce the serum level of bilirubin in neonates with neonatal hyperbilirubinemia.",1
1331,The laser marker placement device appeared to be a reliable method to place markers on a tape at previously palpated positions and ensures an exact position.,2
1332,Mixing 2% lidocaine with 0.5% bupivacaine to the final concentration of 0.67%for lidocaine and 0.33% for bupivacaine does not reduce the onset of ultrasound-guided infraclavicular brachial plexus block.,1
1334,Further researches are necessary to study functional and long-term results.,1
1335,The greatest analgesic efficacy of both forms was observed during the first two hours after surgery.,1
1336,Further research is required to replicate the effect with more robust methodology and powered for sub-group analysis including socio-economic status.,1
1337,EA improves rectus femoris tension and recovers the internal mechanics balance and the efficacy is better than that of meloxicam.,2
1338,"All of the RM methods can effectively improve oxygenation and pulmonary compliance of the children with complication of ARDS, and they complement the inadequacy of lung protective ventilation.",2
1339,Floating needle therapy and duloxetine were effective in treatment of patients with PSPD.,2
1340,Our findings should incite future studies to prove a potential medically important anti-inflammatory role of propofol in neuroanaesthesia.,1
1342,Adjuvant rosuvastatin treatment in patients diagnosed of DVT improve CRP levels and diminish PTS incidence.,2
1343,A high response rate was obtained and tolerability was good.,2
1344,"This is especially true during the rainy season, even in the absence of identified epidemics.",1
1345,"We also observed strong inter-individual differences in cytokine levels; therefore, patients with an exaggerated inflammatory response to CPB need to be identified.",1
1346,"This is the first double-blind RCT assessing ciclosporin, in the management of T1R in Africa.",1
1347,"The point application in summer for the prevention in winter reduces the attack frequency of pediatric pneumonia, shortens the sick duration and has achieved the better significant efficacy in the cases of lower age, shorter sick duration, less attack frequency and moderate skin reaction.",2
1348,There were no clinically meaningful intervention effects for the adiposity outcomes.,1
1349,"An accurate, fast and simple screening method of Y chromosome AZF microdeletions by capillary technology has been established, which may have an important clinical value.",2
1350,"Public health efforts should emphasize educating older women regarding the risk of using over-the-counter anticholinergics, such as first-generation antihistamines.",1
1352,The findings support the use of dexmedetomidine in patients such as these.,1
1355,Dust mite drops sublingual immunotherapy is effective for the allergic rhinitis children caused by mites.,2
1356,"Local excision for patients with ycT1/2 rectal cancers would, thus, miss metastases in a considerable percentage and might involve the risk of significant undertreatment in a number of patients.",0
1358,"However, more intensive interventions in hospitalized patients and impact on healthcare-associated infections and post-discharge infections should be explored.",1
1359,Addition of the UC-MSC treatment to the standard therapy could help to improve liver function in patients with HBV-DLC.,1
1360,"However, further study is needed to compare the difference between degarelix monotherapy and these combinations.",1
1361,"Acute coffee consumption in non-stressful conditions activated sAA and BP but not salivary cortisol, indicating activation of the sympathetic nervous system.",1
1362,"When compared with results obtained using a traditional cumulus cell removal protocol, early cumulus cell removal has both advantages and disadvantages.",1
1364,"Conducting CBP in the early stage of severe burn is safe and feasible, which does not obviously affect the vital signs, volumes of fluid input and urine output, or platelet count of patients, additionally, it could help protect the function of vital organs, eliminate stress hyperglycemia, and reduce infection rate.",2
1365,"LMV, ADV, LdT, LMV+ADV and ETV were all effective on treatment of decompensated hepatitis B virus-related cirrhosis whereas ETV and LMV+ADV were recommended.",2
1366,"In the absence of a difference in overall survival, these findings suggest that for patients with 1 to 3 brain metastases amenable to radiosurgery, SRS alone may be a preferred strategy.",2
1368,"However, significant toxicities were hurdles to sustained V-FND therapy.",0
1369,"Regular, long-term, customized HE improved the executive function of community-dwelling older people with memory disorders, but the effects were mild and were not observed in other domains of cognition.",1
1370,"The current findings suggest that the concomitant use of PPIs, when clinically indicated, in patients receiving clopidogrel is not associated with adverse clinical outcome.",2
1371,The therapy presents the long-term clinical effect and deserves to be promoted in clinical practice.,2
1379,Our data suggest that individual characteristics could predict the haemodynamic responses.,1
1380,"This exercise programme in cancer patients with 2-3 weekly supervised sessions over three months was well feasible and demonstrated measurable improvement of oxygen consumption, body composition and quality of life.",2
1381,"Regarding success rate, attended time, or number of attempts for radial arterial cannulation, we did not find any benefit of ultrasound guidance compared to palpation technique.",0
1382,The results provide first evidence that variable light can be used to optimize the conditions in child and adolescent psychiatry in order to support the therapeutic success.,2
1385,"If the anterior and posterior cruciate ligament injuries can't be treated simultaneously, the posterior cruciate ligament injuries should be treated preferentially at the first stage and the anterior cruciate ligament injuries should be treated at the second stage.",1
1387,Further studies are needed to assess long-term efficacy and safety.,1
1388,Using the Tegadarm comfort film dressing with aron alpha A [Sankyo] could be an effective fixation method in the continuous femoral nerve block.,2
1389,N3 stage represented an independent prognostic factor and N ratio >70% was a predictive factor for OS and DFS.,1
1390,"Meanwhile, it also could improve their blood pressure and QOL.",2
1391,"Despite that the YouGrabberÂ® is a promising and highly accepted training tool for home-use, currently, it is still error-prone, and the requested support exceeds the support that can be provided by clinical therapists.",0
1393,"A greater understanding of the underlying mechanisms of these motivational deficits in particular, beyond other depressive symptoms, is critical to the development of strategies aimed at enhancing functional recovery and improved subjective well-being.",1
1394,"Under the premise that mouse cannot be used directly during surgery, gesture-controlled approaches demonstrate to be superior to oral instructions for image manipulation.",2
1395,"More females reported poor sleep quality, and sleep quality was inversely related to mental HRQOL by 12 months.",1
1396,"Among patients with systemic sclerosis and active ischemic digital ulcers, treatment with macitentan did not reduce new digital ulcers over 16 weeks.",0
1397,The results suggest that aroma foot massage may be an easy and effective way to improve mental health and blood pressure.,2
1398,"The evaluation of serum biomarkers showed a significant increase of CTX-II only, perhaps due to an increase of cartilage turnover induced by thermal stress.",1
1399,"Implications of this study may be useful in the Asian context where the consumption of high glycemic index, carbohydrate meals is prevalent.",1
1400,"Adjuvant Gliatilin in the complex therapy of progressive glaucoma is appropriate and efficient, especially in case of systemic atherosclerosis and cerebrovascular insufficiency.",2
1401,"The most significant predictor of crossover to IABC in the setting of anterior STEMI was relative hypotension at the time of hospital admission, and crossover to IABC in CRISP AMI was associated with significantly worse clinical outcomes.",1
1403,Intraprocedural application of this information during TAVR significantly reduces the levels of contrast and radiation exposure.,1
1404,Chinese medicine fumigation and massage therapy can early improve the knee function after the anterior cruciate ligament reconstruction operation without the disturbance of the knee stability.,2
1405,"Despite these differences, clinical events at 2 years were similar by race and ethnicity.",1
1406,Further research is needed to determine how to sustain the substantial initial benefits.,1
1407,These findings suggest that MBSR may be an effective treatment option for patients with chronic low back pain.,2
1408,Using EPIC to estimate the degree of distortion in 814 DWI brain tumor images enabled the creation of a topographic atlas of DWI distortion across the brain.,1
1409,Administering interventions via the Internet to older adults is feasible.,2
1410,Significantly less RBL was observed after 1 year of loading around IL implants than around DL implants.,1
1412,We conclude that oxytocin does modulate basic factors of facial emotion processing in chronic depression.,0
1413,Magnesium sulphate as an adjuvant provides rapid onset of epidural anesthesia and prolongs the duration of analgesia with minimal side effects.,2
1415,The acupoint implantation reduces VAS score in the patients of migraine and its clinical efficacy is better than that in the EA group.,2
1416,"MSBD combined with CAG program in treating elderly AML patients with YDTSS, with efficacy enhancing toxicity reducing effect, had distinct advantages in improving physical condition and clinical symptoms, and reducing transfusion dependency.",2
